Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Avg task start time,Avg task operations (GFLOPs)
10,309,1.3301,144.6695,1.0715,26,0.1964,1.3616,0.4622,5.2158
10,327,2.3854,390.0699,63.528,35,14.9304,1.2594,0.7381,7.9008
10,294,1.1421,72.5648,17.3857,34,9.2275,1.2844,0.4431,1.8501
10,303,2.6269,103.3039,1.4636,25,0.1214,1.2833,0.4886,3.1843
10,317,2.9496,224.0309,8.9174,31,2.1783,1.2823,0.6917,5.7347
10,285,1.3908,40.6749,8.9107,32,3.5246,1.2885,0.4605,1.8062
10,282,1.2325,32.4168,11.7043,33,5.7029,1.3,0.4865,1.2677
10,293,0.9352,76.0465,3.1633,29,0.832,1.4267,0.2692,2.7607
10,314,1.1267,242.2026,0.624,25,0.1214,1.5198,0.3201,6.5303
10,303,0.9664,101.8879,9.2351,31,2.1783,1.4643,0.3592,2.6458
10,303,1.2994,104.0452,25.9692,35,14.9304,1.4668,0.4359,2.7047
10,299,1.0786,98.2764,4.3571,29,0.832,1.3849,0.4275,4.1024
10,290,0.9864,55.2283,10.2504,32,3.5246,1.3255,0.3713,1.6519
10,306,1.1254,175.9636,42.3223,35,14.9304,1.4126,0.3523,4.883
10,305,1.1161,116.4481,3.9884,29,0.832,1.4896,0.3478,4.1388
10,315,0.8849,233.3712,20.7032,31,2.1783,1.3718,0.2922,6.0675
10,306,1.8705,142.0751,5.6841,29,0.832,1.4237,0.4532,5.2158
10,283,1.0545,32.7666,7.8474,32,3.5246,1.4231,0.3752,1.1163
10,301,1.0885,74.1815,1.3037,26,0.1964,1.3833,0.398,2.8907
10,287,1.6667,40.779,1.4203,27,0.3178,1.4426,0.5241,2.4551
10,304,1.0993,130.4434,40.3028,35,14.9304,1.6997,0.4507,4.3052
10,304,1.5408,105.0355,6.2358,30,1.3463,1.5084,0.4771,3.9406
10,291,0.9163,54.8742,14.3288,33,5.7029,1.5636,0.3891,1.5959
10,307,1.1183,137.4736,28.1044,35,14.9304,1.6114,0.4892,3.9285
10,298,1.566,82.6569,4.6844,29,0.832,1.5569,0.4741,3.4339
10,303,2.0007,88.5946,7.5606,30,1.3463,1.6163,0.6007,2.5822
10,306,1.6547,130.1608,1.8295,27,0.3178,1.5906,0.495,3.1525
10,289,1.5794,57.365,2.6523,28,0.5142,1.4721,0.4782,2.9664
10,295,1.466,72.4916,6.8403,30,1.3463,1.527,0.3792,3.1525
10,303,1.2193,145.7006,2.5776,27,0.3178,1.4427,0.3589,5.0101
10,306,1.1615,107.025,1.4713,26,0.1964,1.5001,0.3673,2.9982
10,289,0.9286,72.6352,7.2103,31,2.1783,1.5438,0.2959,3.5806
10,306,0.9526,134.4762,33.3766,35,14.9304,1.602,0.3261,3.6274
10,290,1.6826,78.2451,15.1327,33,5.7029,1.5528,0.5744,2.7804
10,305,1.679,103.8449,7.8891,31,2.1783,1.4943,0.4131,2.8
10,315,1.1266,198.667,0.9714,26,0.1964,1.5021,0.4573,5.7664
10,291,0.9837,50.5753,1.5915,27,0.3178,1.7482,0.2738,2.0165
10,302,0.9639,84.9686,7.5353,31,2.1783,1.4875,0.4114,3.2235
10,304,1.4867,91.991,14.4427,32,3.5246,1.6398,0.3494,3.0571
10,313,1.9862,172.5911,3.2558,28,0.5142,1.5231,0.5803,5.2672
10,292,1.17,69.4207,22.3145,35,14.9304,1.4437,0.4112,2.2251
10,300,1.0005,73.0658,5.2812,29,0.832,1.5408,0.3623,2.7486
10,316,1.7222,176.9036,2.0333,28,0.5142,1.5281,0.7268,4.0117
10,303,1.5875,121.1919,19.8503,33,5.7029,1.5278,0.4601,2.4476
10,315,1.4087,187.0386,3.2756,28,0.5142,1.5879,0.543,5.113
10,294,0.7382,61.339,1.3593,26,0.1964,1.4983,0.2677,2.2419
10,297,1.1772,83.4085,14.0604,33,5.7029,1.5474,0.439,1.7109
10,294,1.4464,67.1366,16.099,33,5.7029,1.5053,0.5395,2.154
10,287,1.1131,38.0687,2.4047,28,0.5142,1.4709,0.4387,2.3054
10,278,1.1444,21.8667,1.5929,28,0.5142,1.6377,0.4206,1.0967
10,300,1.037,132.7498,4.0423,29,0.832,1.5536,0.3946,4.0556
10,302,1.0983,110.935,2.8305,28,0.5142,1.4847,0.4212,4.4473
10,298,1.1876,103.4356,15.786,32,3.5246,1.5669,0.385,2.6336
10,311,1.6039,167.6671,24.9635,33,5.7029,1.5666,0.5977,4.9465
10,296,1.5773,67.1603,17.444,35,14.9304,1.6609,0.5795,1.8016
10,304,1.1158,123.8964,21.4148,33,5.7029,1.5986,0.3565,3.7153
10,298,1.1677,114.2401,18.2327,33,5.7029,1.484,0.3452,3.8181
10,288,1.0615,60.7623,16.0605,33,5.7029,1.4767,0.3314,2.2176
10,295,1.0129,68.9383,1.1603,26,0.1964,1.423,0.3663,3.3975
10,314,1.6099,215.6982,32.5543,33,5.7029,1.5318,0.6797,5.2279
10,293,1.8413,50.0478,16.2356,35,14.9304,1.4762,0.4018,1.8455
10,306,1.202,186.409,12.1571,32,3.5246,1.455,0.4297,6.4956
10,306,1.4197,79.248,2.0425,28,0.5142,1.3876,0.4699,3.691
10,297,1.5518,50.2768,0.2669,25,0.1214,1.4434,0.4868,2.8
10,299,1.0577,75.4749,1.8931,28,0.5142,1.4532,0.3792,3.5049
10,294,1.2791,63.1154,26.2697,35,14.9304,1.6021,0.4984,3.6078
10,315,1.1135,119.2222,2.232,27,0.3178,1.5775,0.4135,5.5879
10,300,1.3034,77.5003,8.7904,31,2.1783,1.3887,0.5104,3.2114
10,291,1.7543,45.9647,6.3692,30,1.3463,1.4291,0.6182,1.5445
10,290,1.8202,61.8939,26.0782,35,14.9304,1.3874,0.4959,2.614
10,311,1.1711,106.0164,21.1008,34,9.2275,1.5234,0.3497,4.0752
10,307,1.7554,140.0828,0.4962,26,0.1964,1.4392,0.3698,3.7545
10,309,1.0769,104.3247,2.1083,28,0.5142,1.4395,0.4123,3.4853
10,313,1.5494,152.109,11.6428,30,1.3463,1.3728,0.3139,4.8437
10,309,2.4413,160.1615,38.0851,35,14.9304,1.6237,0.5101,5.0494
10,313,1.4198,100.3597,1.0195,27,0.3178,1.6402,0.5157,4.998
10,302,1.4437,83.3407,3.0045,28,0.5142,1.4001,0.4934,3.39
10,296,1.5769,69.5079,8.8328,32,3.5246,1.5793,0.5159,2.4551
10,314,1.2582,152.6823,23.9418,33,5.7029,1.5853,0.3674,4.107
10,312,1.0125,104.081,4.1035,28,0.5142,1.4708,0.3373,4.2295
10,298,1.2622,59.9424,4.6101,30,1.3463,1.4328,0.4283,2.1904
10,293,1.1609,61.3463,16.1834,33,5.7029,1.55,0.367,3.1328
10,305,1.0858,137.8301,16.2919,32,3.5246,1.3887,0.4188,4.9344
10,301,1.7767,54.6964,1.6591,27,0.3178,1.5326,0.5542,3.576
10,311,1.6811,120.7826,26.8606,35,14.9304,1.5191,0.5917,3.9799
10,320,1.9798,204.6405,2.7621,25,0.1214,1.4665,0.4804,6.1385
10,316,1.6593,157.9998,2.5864,27,0.3178,1.3479,0.4164,6.075
10,292,0.8993,45.5969,9.6645,32,3.5246,1.5459,0.3789,1.9212
10,303,1.1359,105.9739,16.0165,33,5.7029,1.4906,0.2962,3.4096
10,304,1.3929,85.9659,11.763,32,3.5246,1.4937,0.3712,3.3264
10,318,1.3591,159.5831,1.0408,26,0.1964,1.6104,0.4034,6.6574
10,291,1.1135,37.343,2.0957,28,0.5142,1.5161,0.4034,1.4098
10,288,1.6926,32.8094,4.5223,30,1.3463,1.5391,0.5681,1.0059
10,281,0.8844,27.9509,12.1921,35,14.9304,1.5028,0.2544,1.2873
10,287,0.9635,33.4416,1.0504,28,0.5142,1.4521,0.3024,1.7941
10,310,0.735,141.9596,27.4984,35,14.9304,1.4802,0.2942,4.0631
10,280,0.8031,17.9067,0.4264,25,0.1214,1.4147,0.307,1.4462
10,291,0.8821,68.0392,1.5811,28,0.5142,1.4118,0.3421,3.5489
10,292,0.9923,61.4576,7.7931,31,2.1783,1.4464,0.2393,2.5233
10,302,0.7934,82.386,6.8291,29,0.832,1.4835,0.2857,3.0571
10,301,0.7671,109.2832,0.6963,27,0.3178,1.3611,0.2262,4.3809
10,300,1.0954,68.0341,4.4919,29,0.832,1.4675,0.3803,3.1328
10,299,1.1486,95.6762,25.5713,35,14.9304,1.6125,0.4842,3.3432
10,304,1.4663,89.2178,2.9829,27,0.3178,1.5474,0.4167,3.7349
10,296,1.2214,61.0047,3.2953,28,0.5142,1.3052,0.4072,2.2737
10,302,0.8756,80.0753,4.2964,29,0.832,1.4961,0.2795,4.2734
10,310,2.532,119.6332,5.6613,29,0.832,1.3768,0.8019,4.7998
10,280,1.0343,22.5533,0.5658,25,0.1214,1.596,0.3132,1.6127
10,283,1.2966,20.0703,2.3051,29,0.832,1.3257,0.3629,0.9545
10,308,2.1554,149.3051,5.6636,29,0.832,1.4224,0.6346,3.9406
10,312,0.8618,180.6876,19.4065,32,3.5246,1.4702,0.3082,6.305
10,293,0.7987,51.015,0.932,26,0.1964,1.4709,0.3267,2.4718
10,301,2.0541,96.2123,3.6432,28,0.5142,1.5223,0.6197,3.9285
10,295,1.4491,85.7228,24.6592,34,9.2275,1.5523,0.4885,3.2992
10,310,1.4262,201.4869,0.8837,26,0.1964,1.5176,0.4603,6.261
10,302,1.3208,107.3295,5.0925,30,1.3463,1.5907,0.3193,3.8967
10,298,1.2692,59.757,0.5069,25,0.1214,1.4657,0.5319,3.0179
10,307,0.8398,152.3945,16.4838,32,3.5246,1.4618,0.347,4.5623
10,310,1.0485,146.7299,4.1044,29,0.832,1.4082,0.3134,4.5698
10,297,1.4857,81.9024,23.345,34,9.2275,1.6453,0.483,2.6533
10,307,1.3304,105.3182,0.4118,25,0.1214,1.4959,0.5101,3.6274
10,304,1.11,117.8559,4.8094,29,0.832,1.5686,0.4483,3.6471
10,309,1.9294,170.5945,10.2048,31,2.1783,1.524,0.6204,5.1326
10,311,1.9392,155.1485,4.5461,28,0.5142,1.5987,0.6158,4.7923
10,294,1.1649,62.1287,6.0095,30,1.3463,1.2522,0.5318,1.8969
10,293,1.0938,67.1013,21.9824,35,14.9304,1.4205,0.3477,2.3251
10,292,1.8917,60.1666,1.5957,28,0.5142,1.4229,0.6502,1.7501
10,285,1.0285,56.7893,8.7919,31,2.1783,1.3439,0.3733,2.2586
10,305,1.6685,102.8566,1.825,26,0.1964,1.48,0.538,4.3763
10,307,1.4975,128.8203,0.5163,25,0.1214,1.4143,0.5405,5.2747
10,296,1.2705,76.9024,16.4416,34,9.2275,1.5361,0.3267,3.4853
10,284,1.2431,27.884,2.0135,27,0.3178,1.5296,0.3818,2.2887
10,298,1.1753,105.4807,19.674,33,5.7029,1.475,0.3305,3.8695
10,288,0.9198,39.7539,5.4805,30,1.3463,1.428,0.3429,1.422
10,288,1.187,33.4133,2.0118,27,0.3178,1.5448,0.4985,1.6594
10,296,1.3599,55.3536,1.493,27,0.3178,1.3262,0.4925,3.0693
10,289,1.7981,41.5905,6.5718,32,3.5246,1.5275,0.5175,2.6654
10,286,1.2277,29.815,1.695,27,0.3178,1.613,0.3955,2.1269
10,318,1.6234,193.9148,0.4582,25,0.1214,1.5679,0.6016,6.3882
10,288,1.2086,54.3082,18.0962,34,9.2275,1.4611,0.2655,2.3569
10,299,2.2998,82.9959,16.6621,33,5.7029,1.4291,0.8045,2.2812
10,296,0.711,92.5415,28.3085,35,14.9304,1.3952,0.2166,3.6713
10,303,1.8727,110.6379,10.0041,31,2.1783,1.3729,0.5262,4.1706
10,293,1.2567,54.7697,10.0588,32,3.5246,1.4598,0.5227,1.8334
10,303,0.9135,115.9514,3.0311,29,0.832,1.3708,0.2889,4.5669
10,284,0.9942,37.8837,1.0031,27,0.3178,1.5277,0.3464,2.4522
10,303,1.4158,81.3466,0.4408,26,0.1964,1.4189,0.4022,2.7093
10,323,2.5421,267.6003,3.6703,28,0.5142,1.3608,0.7417,6.2535
10,304,2.8769,107.9564,20.9559,34,9.2275,1.4255,0.7892,2.6775
10,303,1.8972,126.1191,2.8277,29,0.832,1.3869,0.566,4.7484
10,292,1.8481,75.3342,9.7355,32,3.5246,1.4239,0.7366,3.1646
10,306,1.5431,135.8153,12.7886,31,2.1783,1.421,0.6504,3.2946
10,307,1.1618,157.0569,0.5302,25,0.1214,1.4327,0.4511,5.4336
10,300,2.0752,52.781,1.4945,27,0.3178,1.4665,0.5614,2.7561
10,296,0.9642,76.5631,21.9895,34,9.2275,1.5355,0.3406,2.9075
10,319,1.4839,241.6374,47.8452,35,14.9304,1.4616,0.3786,5.6393
10,298,1.6479,79.2424,3.6768,28,0.5142,1.3865,0.6143,3.3385
10,287,0.6691,45.8061,1.6868,28,0.5142,1.4369,0.2597,3.1721
10,293,1.138,65.3762,2.4483,28,0.5142,1.5353,0.3964,3.0814
10,303,2.6478,97.9645,23.3188,35,14.9304,1.5329,0.5029,3.4535
10,295,1.6308,56.7058,0.8007,26,0.1964,1.4813,0.5484,2.8954
10,293,1.1365,74.3011,5.1927,30,1.3463,1.5021,0.3487,3.1768
10,291,1.1651,55.6655,0.9778,26,0.1964,1.4003,0.3107,2.9618
10,287,1.5152,54.6974,19.889,35,14.9304,1.5041,0.4834,1.9651
10,308,1.3496,203.7014,2.6504,27,0.3178,1.3937,0.4978,6.2975
10,293,1.4653,67.1987,6.9494,31,2.1783,1.4972,0.451,2.5429
10,319,1.0506,246.2504,40.2859,34,9.2275,1.5453,0.2945,6.0357
10,307,1.1364,130.3,2.4051,28,0.5142,1.4797,0.4171,4.5744
10,295,1.8757,61.5877,8.1468,31,2.1783,1.4043,0.6269,2.7607
10,292,1.4937,38.288,0.6721,25,0.1214,1.4276,0.518,1.8455
10,302,1.4058,103.5278,20.6164,34,9.2275,1.4868,0.4409,2.6215
10,317,1.6337,219.5731,30.9746,33,5.7029,1.3812,0.7148,6.2339
10,319,1.8444,226.5655,4.9951,29,0.832,1.5319,0.5595,5.6515
10,321,1.7984,231.539,9.4872,30,1.3463,1.4705,0.7437,5.4336
10,318,0.9649,283.5219,1.7527,26,0.1964,1.3969,0.335,7.1127
10,295,1.1112,101.7995,35.06,35,14.9304,1.3729,0.399,3.9088
10,297,1.7931,81.8383,22.9189,35,14.9304,1.6339,0.5384,2.3008
10,296,0.7204,56.4312,1.9585,27,0.3178,1.5039,0.2253,2.1465
10,303,1.4853,156.5176,2.8928,30,1.3463,1.4623,0.4772,5.3868
10,300,1.1304,131.8235,0.9107,25,0.1214,1.3974,0.3678,5.1055
10,295,1.5737,57.9695,0.8569,25,0.1214,1.4743,0.4906,1.5248
10,290,0.884,48.6109,1.6561,27,0.3178,1.422,0.347,1.6594
10,297,1.5225,66.5331,13.4775,33,5.7029,1.473,0.4041,1.9287
10,292,1.8413,52.4495,1.1225,26,0.1964,1.5443,0.482,2.8954
10,289,0.9996,58.7777,1.427,26,0.1964,1.4061,0.3338,3.216
10,321,1.5438,313.7156,56.4769,35,14.9304,1.5432,0.4439,6.9902
10,295,1.1737,82.2776,12.7218,32,3.5246,1.4382,0.3612,3.3189
10,274,1.0719,19.0336,5.3051,31,2.1783,1.4104,0.413,0.7853
10,294,1.5601,55.6313,2.4046,28,0.5142,1.3455,0.4823,2.8439
10,307,2.0198,109.2225,14.5137,32,3.5246,1.4105,0.6489,3.6396
10,302,1.3267,128.3406,1.3438,26,0.1964,1.4959,0.3787,4.9587
10,293,2.0899,60.3568,1.964,27,0.3178,1.4502,0.5591,2.9664
10,298,1.1735,102.0638,8.4404,31,2.1783,1.3755,0.4221,4.1463
10,285,0.7665,38.2139,2.3628,28,0.5142,1.4282,0.3071,2.3297
10,299,1.2795,136.3458,18.9232,33,5.7029,1.6103,0.2979,4.9465
10,288,1.1679,44.2644,6.379,31,2.1783,1.5087,0.3463,2.5111
10,287,0.9266,38.3665,2.0323,27,0.3178,1.5807,0.3888,1.9605
10,306,2.1874,110.1193,15.2392,32,3.5246,1.6161,0.4855,2.7804
10,300,1.2221,101.5055,7.2245,31,2.1783,1.474,0.5756,4.0359
10,307,1.4771,103.4485,2.7674,27,0.3178,1.4994,0.3933,3.3507
10,305,0.9768,123.7932,1.8536,27,0.3178,1.4755,0.3597,4.6016
10,297,1.3895,64.9655,1.3779,26,0.1964,1.6311,0.4762,3.2235
10,291,0.9955,84.6763,9.9817,32,3.5246,1.4094,0.3888,3.806
10,303,1.737,123.9123,16.6381,32,3.5246,1.4313,0.5811,3.4974
10,302,1.3921,107.2227,1.1359,26,0.1964,1.473,0.5021,4.2538
10,303,1.0504,125.3899,2.5243,27,0.3178,1.3581,0.3894,4.1266
10,299,1.863,108.6891,21.4393,33,5.7029,1.6292,0.5696,3.8135
10,300,1.0266,136.182,0.8287,26,0.1964,1.4339,0.3576,4.6259
10,282,0.7154,36.402,11.6399,33,5.7029,1.5332,0.2554,1.1966
10,313,1.7434,157.119,6.9955,29,0.832,1.4752,0.5421,5.3626
10,307,1.3639,157.9668,32.1764,35,14.9304,1.3901,0.3794,3.6517
10,304,1.2143,99.5668,13.7266,32,3.5246,1.5301,0.3673,3.3264
10,297,1.4218,84.7228,14.546,32,3.5246,1.4913,0.546,2.3569
10,296,1.5039,86.901,1.6681,27,0.3178,1.3581,0.5246,3.921
10,321,1.6559,261.2389,39.2275,34,9.2275,1.47,0.5152,6.075
10,290,1.3576,52.9302,8.0414,31,2.1783,1.4042,0.4137,2.1147
10,293,1.2046,92.859,25.7017,34,9.2275,1.4208,0.3823,2.9468
10,299,0.9071,45.0775,1.6818,27,0.3178,1.5746,0.3227,2.2812
10,307,1.9037,109.4846,9.9583,31,2.1783,1.5212,0.7493,3.7667
10,291,1.2689,62.6598,12.1409,32,3.5246,1.4377,0.3636,2.9907
10,315,1.1872,187.6896,6.6386,30,1.3463,1.4769,0.4608,6.5031
10,296,1.238,103.8816,13.0511,32,3.5246,1.4764,0.4974,3.791
10,306,1.6309,104.1574,3.5991,30,1.3463,1.3376,0.7223,3.6835
10,300,2.5658,98.5431,30.8714,35,14.9304,1.4048,0.5701,3.3975
10,290,1.6126,47.7147,4.321,30,1.3463,1.4195,0.4714,2.8636
10,313,1.2331,179.7033,9.3039,31,2.1783,1.5102,0.4398,5.5879
10,300,0.7901,124.5666,4.1902,29,0.832,1.4582,0.3286,4.7287
10,299,1.6222,93.2019,18.8423,33,5.7029,1.3708,0.5515,3.5685
10,311,1.6564,134.162,22.2998,34,9.2275,1.4449,0.5959,5.3822
10,307,0.74,161.805,42.8572,35,14.9304,1.47,0.2847,4.9858
10,291,1.084,72.0387,16.3738,33,5.7029,1.4069,0.2745,2.7365
10,276,1.1972,18.6654,0.992,26,0.1964,1.45,0.267,1.8409
10,289,1.0158,52.2595,9.0681,31,2.1783,1.5268,0.2855,2.0315
10,318,0.8432,230.1615,47.6277,35,14.9304,1.4722,0.3825,6.6771
10,282,0.8575,21.9928,3.7989,30,1.3463,1.4345,0.3102,1.3509
10,295,1.1561,56.4918,8.7771,31,2.1783,1.5448,0.4123,4.0284
10,291,1.4383,42.4965,0.2282,25,0.1214,1.5602,0.5679,1.552
10,307,1.4478,165.096,37.1344,35,14.9304,1.5309,0.438,4.6969
10,311,2.0869,130.347,13.6235,33,5.7029,1.4115,0.6706,4.9662
10,287,0.7456,33.4613,2.2482,27,0.3178,1.4532,0.26,1.7744
10,295,2.063,65.8184,21.5038,35,14.9304,1.5035,0.6182,2.3401
10,301,0.6482,94.3855,0.4208,25,0.1214,1.4803,0.2662,4.0192
10,309,2.4637,135.0819,10.2789,31,2.1783,1.4806,0.5288,5.0615
10,287,1.1899,63.2949,7.5621,31,2.1783,1.3948,0.3876,3.2357
10,317,4.5267,202.9481,32.8935,34,9.2275,1.4761,0.939,4.582
10,311,2.1092,149.914,1.9822,27,0.3178,1.3288,0.6393,5.1522
10,294,1.4012,69.7366,4.919,29,0.832,1.4188,0.4757,3.4142
10,308,3.4795,128.4131,19.9847,35,14.9304,1.6475,0.9051,2.9468
10,298,3.1133,82.791,0.5015,25,0.1214,1.3119,0.8408,3.6517
10,310,1.5585,116.8956,0.4954,25,0.1214,1.3781,0.4115,3.2553
10,305,1.1403,119.5866,12.3117,32,3.5246,1.3946,0.4131,4.6455
10,292,1.3085,68.0968,24.786,35,14.9304,1.5331,0.3107,2.5065
10,294,1.6913,63.75,14.543,34,9.2275,1.4229,0.3904,2.1222
10,298,1.9454,68.3032,1.5269,27,0.3178,1.4804,0.53,2.7047
10,301,2.0387,75.76,1.264,27,0.3178,1.4337,0.5618,2.8122
10,303,1.5821,90.887,2.8882,27,0.3178,1.3886,0.4039,3.2871
10,306,1.3048,105.5221,25.3111,34,9.2275,1.6,0.4384,3.1403
10,309,1.9936,126.8247,11.9409,31,2.1783,1.5012,0.6277,4.7484
10,303,1.7238,98.2118,1.5536,25,0.1214,1.3708,0.6177,4.3052
10,300,0.9716,83.5008,3.0346,28,0.5142,1.4133,0.3636,3.9527
10,289,1.0415,38.624,2.6762,27,0.3178,1.4158,0.4022,1.2434
10,296,0.8999,81.1824,1.304,27,0.3178,1.4178,0.3442,3.6713
10,279,0.7953,30.5159,4.423,33,5.7029,1.4178,0.3362,2.5475
10,303,1.7437,127.3478,38.468,35,14.9304,1.6402,0.6007,4.5502
10,288,1.0355,24.3568,1.1451,27,0.3178,1.4495,0.379,2.1783
10,282,1.2158,33.0175,11.6601,34,9.2275,1.2626,0.315,1.1013
10,321,1.4449,247.2898,16.336,31,2.1783,1.3907,0.5474,6.5424
10,293,1.2896,60.0895,11.9459,32,3.5246,1.4635,0.5197,1.6352
10,304,0.9169,97.1249,1.0946,25,0.1214,1.3658,0.231,3.8817
10,307,0.9301,154.8873,23.2824,33,5.7029,1.2594,0.4074,4.8951
10,312,3.8227,171.3306,17.9463,32,3.5246,1.2302,1.1694,4.954
10,301,1.3495,117.08,3.7179,29,0.832,1.2313,0.3994,4.3173
10,301,2.0225,92.3015,8.853,31,2.1783,1.2885,0.7207,3.4535
10,284,0.7382,64.743,23.1113,34,9.2275,1.2485,0.2544,2.9711
10,295,1.5192,63.7444,7.4627,31,2.1783,1.2594,0.5914,1.8773
10,314,1.8441,179.839,1.5739,26,0.1964,1.2469,0.6262,5.3822
10,293,1.2367,72.734,23.1717,34,9.2275,1.2979,0.3406,2.8122
10,305,1.9638,130.9839,5.7287,28,0.5142,1.2302,0.5134,3.992
10,315,1.1312,209.5519,0.6772,25,0.1214,1.2604,0.4244,6.1703
10,314,1.5445,211.0021,37.6656,34,9.2275,1.2669,0.5156,4.9465
10,302,1.4367,110.774,20.5912,33,5.7029,1.2594,0.5765,3.7742
10,292,1.2254,48.9478,3.7889,28,0.5142,1.2802,0.4564,1.9726
10,296,1.7669,71.786,6.6639,30,1.3463,1.3094,0.4552,3.03
10,285,1.3415,31.1939,4.8599,30,1.3463,1.3083,0.5782,0.9031
10,293,1.8728,67.5556,6.8439,30,1.3463,1.2302,0.7388,2.5111
10,312,2.8485,181.5499,22.3576,33,5.7029,1.2625,0.8578,5.6515
10,287,2.2429,40.8121,11.1368,34,9.2275,1.3231,0.6139,1.2238
10,305,1.322,133.7559,1.3746,27,0.3178,1.2698,0.3531,4.1781
10,290,1.6129,43.8207,0.9501,25,0.1214,1.3094,0.6347,1.3659
10,291,1.1295,46.8613,8.1454,31,2.1783,1.2594,0.4785,1.608
10,313,1.7615,142.3174,15.592,31,2.1783,1.2594,0.6011,3.7424
10,290,1.2683,60.4412,3.8757,29,0.832,1.2302,0.4649,2.3961
10,297,1.7495,94.1041,6.2497,30,1.3463,1.2594,0.6943,4.0481
10,306,1.3798,120.5041,17.3773,32,3.5246,1.2302,0.5036,3.1721
10,292,1.0958,60.354,6.6358,30,1.3463,1.2542,0.3912,2.7093
10,306,1.4766,112.6693,27.4553,35,14.9304,1.2531,0.591,2.9664
10,309,1.816,139.9958,27.0263,34,9.2275,1.3315,0.5449,3.6517
10,313,1.233,148.6678,5.5668,28,0.5142,1.2438,0.3876,3.8574
10,298,1.7838,86.4559,3.4959,29,0.832,1.2448,0.4624,3.5685
10,299,1.0555,98.0798,9.957,31,2.1783,1.2594,0.3855,3.3507
10,301,1.4537,87.6511,8.8821,31,2.1783,1.2792,0.541,2.685
10,298,1.4669,83.1646,11.1029,32,3.5246,1.3375,0.5392,3.7349
10,309,1.3297,175.8378,14.7641,32,3.5246,1.2302,0.3925,4.9465
10,298,2.0175,66.572,1.7275,27,0.3178,1.2615,0.701,2.9029
10,306,2.9076,132.1102,1.0203,26,0.1964,1.2865,0.868,5.1008
10,292,2.1568,60.6197,0.7879,26,0.1964,1.3103,0.5124,1.8819
10,292,1.1263,50.8292,1.3042,25,0.1214,1.3135,0.3301,2.083
10,299,2.0082,93.7107,12.6677,31,2.1783,1.2438,0.5983,2.3644
10,294,1.1849,63.7817,11.014,32,3.5246,1.2385,0.4089,2.7486
10,291,1.0205,58.0475,1.716,27,0.3178,1.201,0.3493,2.9664
10,294,1.6049,90.419,2.4936,27,0.3178,1.201,0.5226,3.5367
10,296,1.2046,85.4448,3.3082,29,0.832,1.2146,0.422,3.877
10,268,0.9464,9.3285,1.0065,27,0.3178,1.2583,0.3107,0.4964
10,316,2.6127,221.9167,4.2786,28,0.5142,1.2844,0.8749,6.0946
10,309,3.2857,148.5454,22.5173,33,5.7029,1.299,0.7197,3.0889
10,316,1.229,179.0409,1.9114,26,0.1964,1.2708,0.37,5.2476
10,295,1.7839,63.61,4.2465,29,0.832,1.2302,0.5509,2.254
10,293,1.2834,84.4563,14.4318,32,3.5246,1.2667,0.4759,3.4535
10,284,1.2733,38.7342,3.3551,29,0.832,1.2302,0.5108,2.3961
10,312,2.6061,168.618,32.2515,34,9.2275,1.2688,1.1804,4.3641
10,285,1.0999,26.0511,4.5781,30,1.3463,1.4226,0.4553,1.0377
10,291,0.6567,70.6237,7.6627,31,2.1783,1.5677,0.2564,3.4657
10,320,2.8414,268.7265,40.0832,34,9.2275,1.4464,0.6963,6.2535
10,309,3.1736,126.1883,1.2456,25,0.1214,1.4566,0.5252,3.6199
10,305,2.0391,118.6286,16.3275,32,3.5246,1.4819,0.4142,2.8636
10,311,1.5997,134.3905,5.5368,28,0.5142,1.4138,0.4204,3.921
10,310,2.0094,131.6437,17.3724,32,3.5246,1.3625,0.8027,2.9029
10,308,2.0931,181.7638,31.2528,34,9.2275,1.387,0.5018,5.5093
10,300,1.6233,84.2673,1.5473,26,0.1964,1.3548,0.4318,2.6654
10,311,2.1122,191.8442,30.8183,34,9.2275,1.3867,0.7296,5.715
10,305,1.1931,96.7558,9.5837,31,2.1783,1.3564,0.3426,2.1979
10,290,2.7342,54.2356,0.4244,25,0.1214,1.3615,0.8107,2.2661
10,289,2.8867,43.8321,0.6703,26,0.1964,1.4374,1.0205,1.5687
10,297,1.6266,65.4045,1.5448,26,0.1964,1.4513,0.5399,3.1525
10,285,0.9624,34.4729,2.1385,30,1.3463,1.437,0.3432,1.3388
10,287,1.0358,47.9171,2.1292,29,0.832,1.4974,0.2893,2.3447
10,307,1.2314,175.4223,2.3559,29,0.832,1.4729,0.3915,5.96
10,289,1.0862,44.595,1.9205,29,0.832,1.4625,0.3722,1.2041
10,305,2.35,105.3812,2.7746,27,0.3178,1.3528,0.9402,3.3582
10,316,1.45,192.6131,3.493,29,0.832,1.4897,0.3625,5.8179
10,324,1.5518,276.2851,29.4898,33,5.7029,1.2761,0.3633,6.5106
10,307,0.6791,130.7526,13.4251,32,3.5246,1.2959,0.2149,4.7409
10,298,1.1787,79.6526,1.9024,27,0.3178,1.3991,0.3323,3.2796
10,301,1.4666,66.6094,1.8949,27,0.3178,1.5911,0.471,2.8954
