Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Avg task start time,Avg task operations (GFLOPs)
10,301,3.1265,87.3013,17.7284,33,5.7029,1.4943,0.5741,2.8075
10,292,2.1768,67.4101,12.5727,33,5.7029,1.3419,0.3307,3.03
10,301,1.2374,113.431,9.727,31,2.1783,1.4165,0.3523,3.9602
10,310,4.2818,122.1692,0.9749,25,0.1214,1.4367,1.3214,2.7168
10,301,2.4467,64.5503,13.3302,33,5.7029,1.6015,0.8004,2.7804
10,302,1.0963,83.6622,1.421,26,0.1964,1.3948,0.3056,2.7093
10,294,1.1168,71.9662,9.0016,32,3.5246,1.4749,0.4154,3.3189
10,289,0.9513,39.1719,1.3776,26,0.1964,1.3496,0.3587,1.6202
10,297,1.3374,55.1238,10.9165,32,3.5246,1.5155,0.4473,3.1768
10,307,2.3121,87.0991,10.7834,31,2.1783,1.4129,0.6567,4.337
10,306,1.3888,125.7087,7.6429,31,2.1783,1.3313,0.4923,4.8316
10,298,1.5634,70.1241,7.9679,31,2.1783,1.5014,0.4751,2.2887
10,302,0.9301,108.731,16.9961,33,5.7029,1.5267,0.2572,3.4732
10,301,0.9944,95.6906,7.7768,33,5.7029,1.5253,0.4164,3.5685
10,304,1.4077,121.1446,10.7804,31,2.1783,1.529,0.5265,4.8362
10,294,1.2621,84.7522,6.1752,30,1.3463,1.3339,0.5017,3.4535
10,310,1.7464,156.452,9.673,30,1.3463,1.4439,0.3229,5.0176
10,286,1.0919,35.5901,0.7098,25,0.1214,1.3704,0.3565,2.4354
10,282,1.1484,32.1033,2.8688,29,0.832,1.3865,0.501,2.2419
10,297,0.9854,68.5549,15.1763,33,5.7029,1.3803,0.3949,2.6458
10,290,0.7856,52.8672,15.9637,34,9.2275,1.5228,0.2488,2.6775
10,291,0.6652,49.8514,3.9205,29,0.832,1.4024,0.311,1.5173
10,293,1.5077,64.1618,3.6367,29,0.832,1.3037,0.4439,2.5943
10,317,2.1411,192.4274,1.7318,26,0.1964,1.4519,0.7977,4.5623
10,306,2.0089,98.5327,25.6661,35,14.9304,1.4418,0.4104,3.0375
10,292,1.1309,47.2173,3.3231,27,0.3178,1.3569,0.4563,1.9998
10,300,1.0854,85.2617,22.9295,35,14.9304,1.4082,0.4327,2.4036
10,288,1.5717,44.4182,12.8701,33,5.7029,1.3856,0.7465,1.4809
10,305,1.831,86.7436,3.7379,30,1.3463,1.4372,0.7623,3.6396
10,278,0.7873,20.1763,0.4476,26,0.1964,1.4492,0.3084,2.5233
10,304,1.6307,91.9761,5.5672,29,0.832,1.5313,0.2473,3.2871
10,298,1.6034,90.4235,29.0572,35,14.9304,1.5816,0.5499,3.346
10,305,2.5649,98.3283,2.7051,27,0.3178,1.4761,0.6636,3.6274
10,311,0.9064,118.3023,16.6059,32,3.5246,1.4084,0.2267,4.2809
10,308,1.0816,121.6434,1.9233,27,0.3178,1.5356,0.3436,3.8892
10,310,1.9062,115.4678,3.5064,29,0.832,1.3281,0.4931,4.1781
10,293,1.3457,47.5197,12.5755,33,5.7029,1.5121,0.5067,1.9287
10,285,1.8442,38.1895,1.4799,30,1.3463,1.4519,0.6153,2.3054
10,284,1.2313,29.8585,8.8773,33,5.7029,1.4614,0.5216,1.838
10,322,1.7506,288.1471,12.6704,33,5.7029,1.6209,0.7307,8.3486
10,302,1.2332,85.9525,1.1169,26,0.1964,1.3248,0.284,3.1011
10,289,1.4944,41.1108,3.0853,29,0.832,1.4331,0.6026,2.614
10,301,1.8666,89.6525,18.4496,34,9.2275,1.3952,0.4844,2.9739
10,283,0.775,24.5696,0.8213,26,0.1964,1.4874,0.2525,1.7548
10,301,1.0171,75.7043,4.1366,30,1.3463,1.5467,0.3745,3.2357
10,316,2.6375,151.251,0.3269,25,0.1214,1.4523,0.797,5.3308
10,299,1.5152,57.9591,10.6069,32,3.5246,1.5656,0.4862,2.7486
10,310,1.0799,119.4696,2.4617,29,0.832,1.5617,0.3662,3.3264
10,294,1.2063,65.3961,15.8755,35,14.9304,1.699,0.4877,2.1465
10,309,2.8197,88.2875,6.0594,30,1.3463,1.5761,0.6274,3.921
10,308,1.7603,130.8357,4.6061,31,2.1783,1.3582,0.5585,4.7605
10,296,1.4847,71.1422,23.5909,35,14.9304,1.385,0.44,3.145
10,307,1.3793,96.4181,5.1199,29,0.832,1.3776,0.3793,4.0238
10,287,1.5673,44.3279,11.6653,35,14.9304,1.3584,0.4628,1.1527
10,317,1.8284,223.1274,22.9335,33,5.7029,1.4363,0.5236,6.8117
10,307,0.9339,116.6186,3.7776,29,0.832,1.4273,0.3696,5.5954
10,282,1.3074,23.5388,1.7392,28,0.5142,1.3071,0.516,1.2706
10,287,1.0243,57.4832,26.0849,35,14.9304,1.4633,0.3887,2.7336
10,297,1.5092,64.7369,8.0402,31,2.1783,1.4525,0.4446,3.331
10,292,1.3172,55.1863,8.5685,31,2.1783,1.398,0.5918,2.8393
10,293,0.9742,82.1299,0.6455,25,0.1214,1.423,0.3042,4.2145
10,296,1.3987,66.0413,4.5238,29,0.832,1.4023,0.4479,2.7047
10,301,1.8116,72.1877,8.2207,31,2.1783,1.4062,0.3823,2.8075
10,311,1.6184,144.9585,4.5707,31,2.1783,1.5706,0.5165,4.9148
10,293,1.1305,56.512,4.5067,30,1.3463,1.4698,0.4147,2.3326
10,301,4.1428,100.1758,15.6307,34,9.2275,1.3828,1.699,3.2871
10,313,1.6427,205.0546,9.3958,29,0.832,1.4412,0.5595,6.2732
10,302,0.963,123.8339,0.6874,26,0.1964,1.4711,0.3277,4.6137
10,298,0.8092,119.4747,9.4922,31,2.1783,1.3709,0.3338,3.8181
10,301,1.3236,81.9453,1.2536,27,0.3178,1.6629,0.4236,3.0814
10,300,1.8024,88.6849,11.478,32,3.5246,1.4836,0.7551,3.3628
10,296,2.1527,60.0733,1.4225,25,0.1214,1.4498,0.9403,3.0618
10,314,1.4496,170.067,4.1186,28,0.5142,1.4643,0.4403,5.184
10,316,2.0758,185.0594,1.8157,27,0.3178,1.3998,0.4498,5.0494
10,280,0.7277,26.9892,8.3073,33,5.7029,1.5299,0.2205,0.8517
10,321,1.8529,221.929,6.4214,30,1.3463,1.4879,0.4085,5.8375
10,294,1.2661,40.1855,0.8729,25,0.1214,1.4291,0.3144,2.555
10,300,0.8693,126.898,2.8575,30,1.3463,1.4038,0.3486,4.9587
10,286,0.9244,49.2011,6.0968,31,2.1783,1.4623,0.3368,2.8272
10,284,0.8684,29.2678,8.1717,32,3.5246,1.5856,0.3553,1.1331
10,298,0.9857,79.9122,15.2951,33,5.7029,1.4481,0.4626,2.6261
10,324,1.9315,321.1376,36.9242,34,9.2275,1.4276,0.5204,7.9326
10,315,1.8136,194.0704,8.1817,31,2.1783,1.4011,0.5141,6.792
10,305,1.7518,79.0061,2.3964,27,0.3178,1.3789,0.4468,4.0556
10,304,1.5495,102.2416,3.27,28,0.5142,1.3843,0.4789,4.1463
10,300,1.4158,79.6281,5.1736,30,1.3463,1.5361,0.3583,2.6925
10,281,1.4252,39.7966,1.7423,28,0.5142,1.3875,0.3704,2.6533
10,298,0.7959,98.5497,11.104,32,3.5246,1.3143,0.2908,3.2235
10,301,1.1049,86.349,7.3574,30,1.3463,1.5044,0.4765,3.6003
10,290,1.4818,41.9705,10.43,34,9.2275,1.4394,0.4302,1.8894
10,292,1.0624,44.9729,7.9647,31,2.1783,1.3214,0.2964,1.3145
10,300,1.3356,75.2121,1.1288,25,0.1214,1.527,0.4563,2.8514
10,306,2.7376,105.2191,10.7749,31,2.1783,1.554,0.7185,3.806
10,314,1.7027,175.5493,14.496,31,2.1783,1.4172,0.4622,4.2931
10,322,1.8377,244.1987,4.5065,27,0.3178,1.355,0.5106,6.8556
10,291,1.1251,39.0244,0.8002,25,0.1214,1.4445,0.3779,2.3522
10,293,1.7892,78.6912,12.3863,32,3.5246,1.3511,0.5037,3.7667
10,306,1.5241,129.5559,4.347,29,0.832,1.3427,0.2981,4.3202
10,296,1.5886,69.0926,15.5475,33,5.7029,1.444,0.5798,2.1269
10,289,0.8753,48.7523,4.8118,30,1.3463,1.4271,0.3604,2.5233
10,313,1.1246,163.5669,23.5502,33,5.7029,1.387,0.3831,5.4336
10,299,1.5838,56.5301,3.3394,29,0.832,1.4336,0.5896,2.9861
10,301,1.1588,117.0052,4.0289,29,0.832,1.3721,0.3232,4.1631
10,307,1.7125,110.317,4.8741,28,0.5142,1.3678,0.6867,3.7863
10,291,1.3402,53.6685,4.4933,31,2.1783,1.5417,0.5928,2.8832
10,307,1.3082,80.7276,4.4503,28,0.5142,1.2938,0.486,3.2553
10,306,1.7384,117.9469,11.7221,32,3.5246,1.4699,0.453,4.6577
10,295,0.7753,73.1126,1.6361,27,0.3178,1.5824,0.3359,4.1584
10,286,0.7412,76.5909,11.5791,32,3.5246,1.3938,0.3365,3.6563
10,301,1.5182,86.7923,0.3379,25,0.1214,1.3805,0.4897,3.0375
10,315,1.5356,202.9065,2.7596,27,0.3178,1.4854,0.4808,6.3639
10,288,0.8584,32.5217,0.7132,25,0.1214,1.4598,0.3027,2.0876
10,323,1.6075,334.4006,33.7459,34,9.2275,1.4656,0.6618,7.6512
10,299,1.3146,107.4105,1.3894,26,0.1964,1.4118,0.3427,4.4155
10,313,1.7376,183.7708,35.0633,34,9.2275,1.3994,0.4719,4.9783
10,315,2.115,158.5942,6.0234,28,0.5142,1.4438,0.6853,4.8316
10,294,0.9163,90.8672,18.5335,34,9.2275,1.4192,0.4152,3.8695
10,312,2.3109,180.9707,23.9813,34,9.2275,1.4956,0.671,5.7861
10,290,1.577,32.7584,1.3596,27,0.3178,1.505,0.5865,2.4083
10,298,1.733,65.5698,4.0796,30,1.3463,1.49,0.5527,3.5049
10,305,1.1969,110.9771,14.1591,32,3.5246,1.5539,0.3879,4.2099
10,297,1.6478,68.8395,6.3835,30,1.3463,1.4878,0.3916,2.9982
10,311,1.3806,139.2964,1.8116,27,0.3178,1.5105,0.5714,4.5502
10,297,1.0076,51.0024,0.3167,25,0.1214,1.4754,0.3527,2.6411
10,302,1.5393,81.7923,1.6255,27,0.3178,1.4486,0.506,3.1525
10,298,1.8947,54.2072,1.4657,26,0.1964,1.3501,0.5906,1.5762
10,302,0.9998,87.3359,9.2376,31,2.1783,1.4791,0.343,3.7985
10,301,2.3961,85.05,3.288,27,0.3178,1.4021,0.6502,2.4036
10,304,1.7543,129.4847,17.3624,34,9.2275,1.4734,0.5296,4.3763
10,295,0.8687,65.9251,9.1826,31,2.1783,1.3998,0.3186,2.499
10,280,1.1891,40.8751,22.8575,35,14.9304,1.437,0.4497,1.9605
10,285,0.7621,35.3909,0.5576,25,0.1214,1.3524,0.3469,2.009
10,298,1.0254,91.6253,15.0858,31,2.1783,1.2594,0.3952,2.1662
10,304,1.5501,116.4838,20.656,33,5.7029,1.2552,0.5576,3.6517
10,287,2.3873,34.6756,1.0133,25,0.1214,1.2594,0.8539,2.1587
10,325,3.7157,339.6607,1.4291,25,0.1214,1.2365,1.0176,8.4393
10,304,3.8172,88.2515,0.9625,26,0.1964,1.2438,0.8847,3.4535
10,306,1.3915,133.9609,3.7123,28,0.5142,1.2833,0.4587,4.4277
10,316,0.8104,212.4732,1.5819,28,0.5142,1.201,0.3845,5.6711
10,305,1.1929,126.2267,2.6704,27,0.3178,1.2302,0.3275,4.2734
10,306,1.6797,98.2553,8.643,30,1.3463,1.2823,0.5358,3.0057
10,301,1.4874,92.0326,1.6665,25,0.1214,1.2302,0.5825,2.9271
10,302,1.3386,110.6092,0.5394,25,0.1214,1.2604,0.4927,4.2538
10,302,1.5056,105.8056,1.0282,26,0.1964,1.2573,0.4899,3.8256
10,303,1.0934,83.3775,2.1012,26,0.1964,1.2594,0.3637,3.6078
10,294,1.5492,52.452,4.501,30,1.3463,1.2302,0.546,2.0558
10,322,3.9671,242.5006,17.6555,31,2.1783,1.2844,0.9934,5.7225
10,289,1.7547,41.16,1.0718,25,0.1214,1.2594,0.6893,1.2163
10,292,1.4467,97.0158,18.6312,33,5.7029,1.2594,0.3654,3.4928
10,298,0.8554,107.667,0.6187,25,0.1214,1.2795,0.3452,4.8119
10,282,0.7375,35.309,5.4897,30,1.3463,1.2594,0.2915,1.493
10,307,2.1211,130.1522,23.3955,33,5.7029,1.2594,0.6983,4.0117
10,301,1.3793,103.8598,1.4407,26,0.1964,1.2604,0.4193,3.5367
10,292,1.0686,92.3944,25.2498,34,9.2275,1.2854,0.3887,3.4264
10,290,1.0037,57.4422,1.9008,25,0.1214,1.2073,0.4124,3.0421
10,302,2.7056,104.4274,10.8275,32,3.5246,1.2885,0.642,3.9406
10,301,1.1094,143.1078,39.3085,35,14.9304,1.2661,0.4073,4.1902
10,302,1.6879,111.5893,4.1486,29,0.832,1.2896,0.6277,4.107
10,294,1.0151,61.8104,1.1758,28,0.5142,1.2885,0.3858,2.9468
10,286,0.9855,77.6605,6.0282,31,2.1783,1.2594,0.3204,3.6517
10,296,1.2408,53.1321,0.6664,25,0.1214,1.2844,0.5156,2.3008
10,297,1.6181,65.1881,1.3416,25,0.1214,1.2625,0.5683,3.1011
10,282,1.2296,23.9047,0.2648,25,0.1214,1.2688,0.4586,1.2284
10,287,1.4532,29.4113,1.6671,28,0.5142,1.2749,0.425,1.4538
10,301,2.0148,89.6733,12.5235,32,3.5246,1.2931,0.6709,2.9739
10,295,1.054,68.4594,1.3008,26,0.1964,1.2781,0.3987,3.2114
10,295,1.7215,67.1347,10.6871,32,3.5246,1.2885,0.5336,3.0936
10,279,1.2588,20.2459,0.5641,25,0.1214,1.2323,0.4874,1.2359
10,301,1.0688,86.6349,4.1772,28,0.5142,1.2833,0.4083,3.4021
10,308,2.652,98.2768,2.4001,26,0.1964,1.2302,0.6874,3.7938
10,300,0.7788,86.6345,19.5018,33,5.7029,1.2594,0.3071,3.4339
10,299,1.0021,101.035,25.7029,34,9.2275,1.2681,0.279,3.6713
10,326,1.4682,302.717,9.7534,31,2.1783,1.2729,0.3529,7.267
10,300,2.0624,75.4359,3.5307,28,0.5142,1.2594,0.5241,3.4217
10,311,2.1673,175.1706,1.3815,27,0.3178,1.2969,0.5585,5.1915
10,299,1.3186,102.7228,14.7141,32,3.5246,1.2594,0.4479,3.936
10,301,1.3551,147.9929,31.9886,34,9.2275,1.2604,0.398,3.7742
10,302,2.497,106.8609,32.9746,35,14.9304,1.3223,0.9895,3.4732
10,298,1.2071,97.1471,21.8592,34,9.2275,1.2887,0.2163,2.3886
10,289,0.971,56.897,12.1867,33,5.7029,1.3052,0.3971,1.5052
10,294,1.4272,74.2285,3.054,30,1.3463,1.2677,0.4522,3.3189
10,307,1.0746,200.5372,3.9242,29,0.832,1.2688,0.4269,6.0918
10,302,1.2117,115.2259,25.9993,34,9.2275,1.3594,0.3918,3.4414
10,306,2.0727,96.7158,1.4452,27,0.3178,1.4807,0.6522,3.6713
10,305,0.7898,184.9483,4.5351,29,0.832,1.3794,0.3372,6.1507
10,298,1.3218,79.7966,8.3383,31,2.1783,1.4226,0.3772,2.7168
10,292,0.6808,70.4035,21.9932,34,9.2275,1.274,0.2845,2.3961
10,308,2.6403,155.7293,7.7919,30,1.3463,1.4011,0.903,5.1644
10,292,1.1614,63.7186,1.8412,25,0.1214,1.323,0.2598,2.9543
10,311,1.605,142.2613,1.3913,27,0.3178,1.4102,0.4427,3.921
10,297,1.5311,89.4504,13.888,33,5.7029,1.4508,0.4929,2.2615
10,289,0.9486,58.8037,9.7247,32,3.5246,1.4166,0.3116,2.2222
10,305,2.3351,125.4638,26.4575,34,9.2275,1.4538,0.6689,3.2357
10,296,1.7795,67.8609,0.5412,25,0.1214,1.4316,0.5938,3.2675
10,296,1.0526,49.2338,2.3741,27,0.3178,1.3512,0.4277,3.1403
10,281,0.907,22.8799,5.149,30,1.3463,1.4397,0.3142,1.4855
10,303,0.9254,107.0881,0.9287,25,0.1214,1.3748,0.3379,4.2145
10,283,0.5958,30.575,1.9267,26,0.1964,1.4985,0.2033,1.2798
10,299,1.1396,79.5986,1.7587,27,0.3178,1.4375,0.3715,3.3507
10,307,1.1006,129.0338,10.2438,30,1.3463,1.3698,0.3088,3.6003
10,305,1.7762,112.9386,2.0245,28,0.5142,1.4731,0.8263,4.7801
10,305,1.039,86.1846,5.6693,29,0.832,1.347,0.3438,2.685
10,296,1.3883,82.4623,8.638,31,2.1783,1.4342,0.5449,3.6835
10,303,1.6313,81.9441,6.9202,30,1.3463,1.3396,0.5294,3.4853
10,291,1.7161,41.2862,1.7692,26,0.1964,1.4689,0.6966,1.6473
10,293,1.0573,66.1948,14.3793,33,5.7029,1.4678,0.3715,3.3432
10,299,0.5884,106.551,0.614,27,0.3178,1.424,0.2409,4.4323
10,300,0.7636,91.7057,9.6993,31,2.1783,1.4473,0.3116,3.9135
10,305,1.0659,138.5053,1.0694,26,0.1964,1.3975,0.4115,5.3065
10,302,1.6262,134.5957,12.8924,32,3.5246,1.3258,0.3788,4.0556
10,285,0.8875,33.4755,1.4897,26,0.1964,1.3397,0.328,1.4809
10,309,1.2469,169.2689,16.9309,33,5.7029,1.4917,0.5154,5.9525
10,286,0.6375,38.7164,13.8205,35,14.9304,1.4058,0.2487,1.4659
10,294,1.2728,63.1077,1.7257,26,0.1964,1.3997,0.4745,2.6654
10,302,1.581,122.0036,37.2495,35,14.9304,1.4491,0.508,4.1706
10,301,1.7845,108.3768,17.2084,33,5.7029,1.4173,0.4325,3.6956
10,287,0.8938,66.3842,19.6317,34,9.2275,1.3844,0.2976,1.9726
10,297,0.9657,81.615,12.2233,32,3.5246,1.4145,0.4023,3.4657
10,289,1.1815,45.6961,0.8795,26,0.1964,1.3553,0.4588,2.3569
10,295,1.3933,83.6585,17.3332,33,5.7029,1.4045,0.4592,2.2419
10,294,0.9506,75.5015,1.8085,27,0.3178,1.3973,0.3635,3.03
10,289,1.6131,43.0297,1.6554,28,0.5142,1.2985,0.531,2.5233
10,294,1.3036,50.2114,1.8441,27,0.3178,1.3343,0.4025,3.0814
10,305,3.8932,85.1773,0.9682,26,0.1964,1.4238,1.6042,3.8574
10,296,1.1358,65.3602,11.4474,32,3.5246,1.421,0.4417,3.0693
10,300,1.0356,65.6152,1.8533,27,0.3178,1.4554,0.4693,2.9982
10,308,0.7974,135.1433,0.7673,26,0.1964,1.3673,0.2189,5.1008
10,292,1.0805,54.1875,4.3484,29,0.832,1.3303,0.299,2.5233
10,302,1.3967,70.1619,9.9167,32,3.5246,1.4533,0.4189,3.3507
10,297,1.988,81.1485,17.1298,33,5.7029,1.4197,0.7369,2.3129
10,287,1.1843,38.2035,12.2626,33,5.7029,1.4961,0.3751,2.4279
10,278,0.9084,26.6242,1.4883,27,0.3178,1.3468,0.3189,1.3827
10,298,1.2594,118.8076,0.6851,26,0.1964,1.4485,0.5049,4.9512
10,310,1.7127,127.1738,4.2365,28,0.5142,1.4885,0.461,4.6773
10,287,1.2556,40.2452,1.3162,27,0.3178,1.4428,0.5443,1.8305
10,308,1.4811,124.61,7.5826,31,2.1783,1.4239,0.5277,4.5427
10,307,1.5774,155.7347,31.4942,34,9.2275,1.4472,0.592,4.8755
10,304,1.0757,122.2332,1.3619,26,0.1964,1.4942,0.3852,4.6137
10,300,0.9012,90.9196,4.4456,30,1.3463,1.2991,0.3146,3.5292
10,307,2.6506,129.1695,28.2742,34,9.2275,1.4678,0.5936,4.4987
10,285,1.6708,31.1275,2.3066,30,1.3463,1.4585,0.5706,1.0302
10,291,0.7456,36.9842,0.2772,25,0.1214,1.4004,0.2907,1.838
10,320,2.184,279.4495,47.3698,35,14.9304,1.4675,0.7501,6.3957
10,285,0.9529,33.1632,1.0652,25,0.1214,1.4023,0.3998,1.5173
10,319,1.0961,232.9897,1.1669,25,0.1214,1.4695,0.3646,7.0688
10,309,1.4702,132.3388,2.657,27,0.3178,1.5231,0.4929,5.3579
10,293,0.8672,48.6267,2.5902,28,0.5142,1.464,0.317,1.5884
10,302,2.0278,101.8399,24.5249,34,9.2275,1.419,0.5938,4.0995
10,310,1.7596,128.2176,27.1119,34,9.2275,1.4578,0.6322,3.9088
10,296,1.2375,57.6121,12.275,33,5.7029,1.4891,0.3668,1.8576
10,278,0.7737,20.567,1.8962,28,0.5142,1.5189,0.3122,1.9483
10,299,0.9721,67.5604,1.0921,25,0.1214,1.6596,0.3606,2.5625
10,287,0.76,57.9106,1.1004,27,0.3178,1.4079,0.3056,2.7532
10,304,0.9622,99.4604,7.0173,31,2.1783,1.3774,0.3714,3.0618
10,318,2.1755,215.9073,0.2332,25,0.1214,1.6716,0.6481,6.8556
10,317,2.2644,191.8143,0.9734,25,0.1214,1.4203,0.5406,5.3701
10,295,0.8781,63.4617,0.4256,26,0.1964,1.4114,0.3473,2.0362
10,285,1.3059,38.8345,4.3104,30,1.3463,1.352,0.3585,1.5052
10,289,1.0031,68.8594,4.6832,30,1.3463,1.4141,0.3736,2.8486
10,316,1.4805,201.6573,9.588,30,1.3463,1.3374,0.4922,6.0432
10,285,0.8178,36.4106,1.3546,29,0.832,1.4251,0.2652,1.4734
10,290,1.2992,50.0055,18.9695,35,14.9304,1.6159,0.5391,1.8773
10,302,1.9643,94.1659,3.4035,26,0.1964,1.4017,0.6466,3.2871
10,290,1.1551,41.3116,2.688,28,0.5142,1.413,0.5493,2.4793
10,285,0.8123,50.8654,20.1826,35,14.9304,1.4356,0.2818,1.8455
10,317,1.6161,175.5384,0.3678,26,0.1964,1.3034,0.7395,5.4533
10,288,1.6956,42.925,9.5611,33,5.7029,1.5636,0.3303,1.1406
10,285,0.9055,42.5178,17.9818,35,14.9304,1.5313,0.3191,1.6837
10,327,1.4772,251.9651,4.956,29,0.832,1.3473,0.4891,6.376
10,291,1.6836,46.2462,1.6295,26,0.1964,1.6823,0.5395,2.2101
10,316,2.2854,212.1843,41.9659,35,14.9304,1.4307,0.6855,5.1205
10,304,1.5141,85.5292,1.6718,25,0.1214,1.2884,0.4323,2.1147
10,311,1.0735,161.5364,1.2275,27,0.3178,1.3599,0.3656,5.4215
10,278,1.4056,24.4238,6.4622,32,3.5246,1.3641,0.4924,0.9984
10,304,1.5811,116.9572,19.4392,34,9.2275,1.4698,0.5181,3.6592
10,295,1.7669,84.1382,12.774,32,3.5246,1.4248,0.5262,2.685
10,308,1.8343,191.6557,36.2798,34,9.2275,1.3944,0.6477,5.3747
10,274,1.0475,17.6951,4.768,31,2.1783,1.4338,0.3109,0.6385
10,295,1.6883,78.1452,26.0362,35,14.9304,1.6545,0.6075,2.6579
10,305,3.0245,110.7245,29.0672,35,14.9304,1.5697,0.9403,4.3838
10,312,2.245,141.9467,1.7738,26,0.1964,1.4166,0.7122,4.8194
10,299,1.5904,82.4066,0.4675,26,0.1964,1.5126,0.4894,2.9468
10,298,1.6575,129.183,29.9237,34,9.2275,1.3764,0.5216,4.3688
10,287,0.5278,39.9395,6.4247,31,2.1783,1.4458,0.2237,2.3494
10,300,2.8082,61.9029,9.0064,32,3.5246,1.3687,0.6948,1.9091
10,315,1.6188,179.1954,13.0163,31,2.1783,1.4663,0.4384,5.659
10,315,4.2597,159.502,0.5952,25,0.1214,1.4361,1.0871,5.113
10,305,1.6282,110.765,25.4351,34,9.2275,1.6793,0.6455,3.5881
10,307,2.0747,117.7123,36.6983,35,14.9304,1.4669,0.6515,4.3127
10,305,1.7264,125.9151,6.2693,30,1.3463,1.501,0.5012,4.7726
10,274,1.0303,15.9147,3.324,30,1.3463,1.5722,0.3871,0.5067
10,288,1.1391,59.0275,20.4387,34,9.2275,1.6225,0.4463,2.1465
10,312,0.9829,190.3806,1.0863,29,0.832,1.6699,0.356,5.7468
10,292,1.527,52.2162,4.8029,29,0.832,1.5709,0.466,1.6155
10,280,1.5523,21.1096,0.8623,26,0.1964,1.5912,0.561,1.077
10,287,0.8178,42.4223,10.0466,33,5.7029,1.6659,0.3351,1.3705
10,309,1.1873,121.8905,5.0285,28,0.5142,1.5383,0.3737,4.1463
10,301,1.3001,163.4857,43.9356,35,14.9304,1.5711,0.3953,5.1569
10,285,1.641,44.7894,12.3878,33,5.7029,1.6869,0.4904,1.3902
10,298,1.3487,94.1868,0.7899,26,0.1964,1.6601,0.4278,2.9861
10,310,1.3913,164.5846,23.3912,33,5.7029,1.6018,0.4668,5.0812
10,299,1.7593,131.7578,39.6622,35,14.9304,1.5408,0.5233,4.4716
10,303,1.4271,120.2897,1.1123,26,0.1964,1.524,0.4561,4.3248
10,322,1.7957,223.6201,1.0536,27,0.3178,1.4814,0.5597,6.4078
10,279,0.7987,27.1335,7.9936,32,3.5246,1.5212,0.3175,1.4462
10,287,1.0131,39.8294,6.7144,31,2.1783,1.5074,0.3738,2.2615
10,302,1.1265,100.5959,22.558,34,9.2275,1.4882,0.3794,2.57
10,306,1.4002,112.2693,1.8283,27,0.3178,1.5683,0.5417,3.5367
10,304,1.495,115.8265,34.1309,35,14.9304,1.6851,0.476,3.4732
10,294,1.3146,77.4652,5.2143,29,0.832,1.6601,0.3943,3.3235
10,286,1.0533,38.7232,1.6978,27,0.3178,1.5251,0.411,1.3509
10,288,1.1307,43.1263,9.5695,32,3.5246,1.6669,0.415,2.3054
10,298,1.1184,89.354,2.0816,27,0.3178,1.6336,0.4004,3.4928
10,297,1.5843,65.4873,1.7004,27,0.3178,1.5141,0.562,1.9923
10,303,1.3926,142.7143,40.6309,35,14.9304,1.5053,0.4918,4.6137
10,305,1.51,147.1316,14.6937,32,3.5246,1.4672,0.4404,4.9783
10,297,1.4802,80.797,11.0798,32,3.5246,1.4521,0.5343,2.4793
10,287,0.716,58.9983,23.7176,35,14.9304,1.7908,0.3001,2.2494
10,309,1.2011,182.6827,33.7326,34,9.2275,1.4953,0.321,5.2158
10,288,0.7415,47.6305,10.7549,32,3.5246,1.5191,0.2797,2.024
10,282,1.0591,29.8606,2.6278,28,0.5142,1.5457,0.3499,1.9801
10,295,2.4968,82.2127,1.8846,28,0.5142,1.4696,0.5101,3.4264
10,293,1.2049,63.5554,9.2814,31,2.1783,1.5564,0.4209,1.9091
10,294,1.2455,63.6782,9.0899,31,2.1783,1.4793,0.4306,2.0558
10,289,1.2148,81.6508,1.0975,27,0.3178,1.5136,0.3914,4.1116
10,295,0.7172,103.0156,32.6792,35,14.9304,1.533,0.2788,3.7667
10,295,1.2474,89.0833,31.7731,35,14.9304,1.6406,0.4756,3.1011
10,311,1.137,153.0631,0.9828,25,0.1214,1.5801,0.4072,5.3897
10,292,1.7437,66.4756,4.7348,30,1.3463,1.5579,0.5944,3.1768
10,307,1.1545,145.197,0.5079,26,0.1964,1.4677,0.3805,4.2416
10,298,0.8271,109.0562,0.4306,25,0.1214,1.4459,0.3005,4.2463
10,288,1.5284,41.7864,5.3652,30,1.3463,1.6105,0.4986,1.1013
10,299,1.1144,119.3771,24.5984,33,5.7029,1.4469,0.4099,4.1463
10,294,0.9205,77.501,3.2232,29,0.832,1.5407,0.328,3.5489
10,276,1.1041,17.0554,0.7555,25,0.1214,1.4619,0.3874,1.2706
10,298,1.622,71.4562,9.1606,31,2.1783,1.5558,0.5025,2.3326
10,295,1.3717,108.5333,37.3543,35,14.9304,1.5295,0.4659,3.9602
10,299,1.367,79.2481,1.0832,25,0.1214,1.6322,0.4654,3.5489
10,280,0.9717,38.5433,2.0334,28,0.5142,1.5493,0.3657,2.6458
10,284,1.005,32.2253,9.1547,33,5.7029,1.5687,0.4008,1.1406
10,300,1.7707,105.0095,1.5981,27,0.3178,1.2438,0.4568,4.2099
10,289,1.1859,44.9586,0.8653,25,0.1214,1.2448,0.4984,2.5111
10,284,1.349,55.8637,25.5649,35,14.9304,1.2406,0.4407,2.2737
10,293,1.394,72.4333,15.5332,33,5.7029,1.2698,0.4973,1.8212
