Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Average Task Start Time,Average Task Operations (FLOPs)
2,67.3434,0.3172,3.6246,2.8943,62.6262,131.52,1.8524,0.0864,102.75
2,73.1849,0.3018,3.4348,1.0867,11.7294,106.86,1.7614,0.239,106.86
2,124.0817,0.2912,8.2977,4.158,57.8413,106.86,1.6842,0.245,119.19
2,37.9183,0.292,3.3312,1.3133,6.8019,82.2,1.5302,0.1552,90.42
2,124.0817,0.2691,6.024,2.8598,35.3044,312.36,1.5391,0.1344,119.19
2,61.4933,0.3777,3.0102,1.9201,35.3044,312.36,1.6468,0.1283,193.17
2,64.6432,0.2434,4.6741,3.4517,61.4555,106.86,1.613,0.1266,94.53
2,120.4675,0.2748,7.0239,4.2036,60.5415,123.3,1.5479,0.0935,119.19
2,123.1677,0.3946,7.0498,3.536,57.8413,106.86,1.6245,0.3014,127.41
2,87.6444,0.2576,4.9942,2.9642,35.3044,312.36,1.6778,0.0895,90.42
2,74.3556,0.3223,5.1015,3.5234,57.8413,106.86,1.7096,0.2116,119.19
2,37.9183,0.3819,3.3352,2.7392,57.8413,106.86,1.6055,0.1672,90.42
2,68.2574,0.4411,3.1959,1.5952,26.1889,73.98,1.7089,0.2197,94.53
2,78.8277,0.5001,3.1652,1.1689,11.7294,106.86,1.7218,0.1314,86.31
2,76.743,0.3244,5.785,3.7452,60.5415,123.3,1.5282,0.2185,82.2
2,76.743,0.4136,3.7998,2.9951,60.5415,123.3,1.6863,0.2302,82.2
2,42.3904,0.2995,4.0759,3.271,61.4555,106.86,1.6093,0.2368,57.54
2,51.5059,0.5521,2.6003,0.8671,6.8019,82.2,1.7055,0.1918,176.73
2,72.2709,0.3782,3.2943,0.8945,6.8019,82.2,1.9614,0.1827,115.08
2,121.997,0.3799,5.4979,1.2911,11.7294,106.86,1.6774,0.1422,115.08
2,74.0428,0.3057,4.7271,2.6995,35.3044,312.36,1.7489,0.1181,73.98
2,119.2968,0.3524,6.798,4.0801,62.6262,131.52,1.5234,0.2555,106.86
2,67.3434,0.3668,3.515,2.814,57.8413,106.86,1.5718,0.112,102.75
2,67.3434,0.2619,4.3588,1.5711,11.7294,106.86,2.0031,0.1154,102.75
2,72.2709,0.3366,3.2282,0.9197,6.8019,82.2,1.8729,0.1616,115.08
2,124.0817,0.2613,6.7084,1.8333,11.7294,106.86,1.642,0.2408,119.19
2,84.0302,0.305,4.5767,1.3247,6.8019,82.2,1.5993,0.0827,90.42
2,124.0817,0.3571,6.6829,2.6593,35.3044,312.36,1.6832,0.2608,119.19
2,118.3828,0.3079,6.4888,3.4768,35.3044,312.36,1.633,0.1536,115.08
2,78.8277,0.3797,4.1991,2.9876,61.4555,106.86,1.6746,0.1526,86.31
2,74.0428,0.403,3.5869,1.3751,11.7294,106.86,1.8565,0.2569,73.98
2,84.0302,0.3526,4.2606,3.0883,61.4555,106.86,1.7521,0.1563,90.42
2,76.743,0.3429,4.3293,1.7268,16.2015,41.1,1.7835,0.2002,82.2
2,70.6088,0.2555,4.9236,1.7046,11.7294,106.86,1.7167,0.2418,312.36
2,51.5059,0.3106,3.6679,1.598,16.2015,41.1,1.7944,0.256,176.73
2,86.7304,0.2758,5.4122,3.6917,62.6262,131.52,1.6927,0.0932,98.64
2,23.4588,0.2365,2.4665,2.8654,62.6262,131.52,1.6396,0.1164,106.86
2,96.7599,0.3973,4.575,1.3499,16.2015,41.1,1.6755,0.1317,209.61
2,32.403,0.3489,2.5583,2.7076,57.8413,106.86,1.7823,0.2388,41.1
2,37.9183,0.3701,3.0715,3.0847,61.4555,106.86,1.4135,0.2106,90.42
2,13.6038,0.334,1.6787,2.575,62.6262,131.52,1.6546,0.2184,82.2
2,96.7599,0.2426,4.8583,1.326,11.7294,106.86,1.8163,0.1775,209.61
2,69.5707,0.2937,3.6374,2.937,62.6262,131.52,1.6866,0.2183,106.86
2,68.2574,0.3875,3.7602,1.7109,16.2015,41.1,1.7479,0.1381,94.53
2,118.3828,0.3973,6.3417,3.8988,62.6262,131.52,1.624,0.1332,115.08
2,27.9309,0.2894,2.416,1.2883,11.7294,106.86,1.6784,0.0804,73.98
2,52.3778,0.3054,4.356,3.1006,57.8413,106.86,1.7856,0.2228,73.98
2,77.657,0.4225,4.3166,2.9153,60.5415,123.3,1.668,0.1962,73.98
2,76.743,0.3974,3.3946,2.418,35.3044,312.36,1.7638,0.244,82.2
2,122.911,0.2631,6.2947,1.4567,6.8019,82.2,1.7905,0.1455,106.86
2,121.083,0.2324,8.2448,4.1393,60.5415,123.3,1.4784,0.2412,123.3
2,120.4675,0.3861,5.6438,3.8302,61.4555,106.86,1.7624,0.2619,119.19
2,64.6432,0.2715,3.7264,3.2168,60.5415,123.3,1.6115,0.0836,94.53
2,67.3434,0.313,4.3651,3.1779,62.6262,131.52,1.7219,0.1362,102.75
2,76.743,0.2675,4.5485,3.1461,62.6262,131.52,1.6444,0.1782,82.2
2,18.5313,0.3931,1.9077,2.7117,62.6262,131.52,1.4993,0.119,94.53
2,47.0338,0.3073,4.0138,2.8649,62.6262,131.52,1.6208,0.2698,209.61
2,69.5707,0.4094,3.1972,0.9723,6.8019,82.2,1.889,0.1741,106.86
2,23.0034,0.2919,2.1253,1.1187,6.8019,82.2,1.5879,0.1357,61.65
2,47.0338,0.2707,3.9828,2.4698,35.3044,312.36,1.5312,0.2516,209.61
2,78.8277,0.4341,3.7283,1.4653,16.2015,41.1,1.7487,0.1161,86.31
2,69.4281,0.381,3.297,1.2723,6.8019,82.2,1.9454,0.0925,106.86
2,68.2574,0.2441,3.8061,1.8365,26.1889,73.98,1.7323,0.1993,94.53
2,18.5313,0.2716,2.0778,2.4475,57.8413,106.86,1.5549,0.2196,94.53
2,73.1849,0.3081,3.4614,1.0019,6.8019,82.2,1.7684,0.2186,106.86
2,42.3904,0.4165,2.5194,1.8801,26.1889,73.98,1.7384,0.1675,57.54
2,23.4588,0.3268,2.2762,2.4501,57.8413,106.86,1.5499,0.0981,106.86
2,74.3556,0.4327,4.1871,2.8354,57.8413,106.86,1.6561,0.2646,119.19
2,70.6088,0.349,4.4111,2.52,57.8413,106.86,1.6687,0.0848,312.36
2,52.3778,0.5005,3.0877,1.5494,11.7294,106.86,1.8096,0.142,73.98
2,72.2709,0.2643,3.9139,1.4897,11.7294,106.86,1.6251,0.2084,115.08
2,70.6088,0.2616,5.6826,2.9801,61.4555,106.86,1.5823,0.1999,312.36
2,47.0338,0.389,3.0557,2.4081,57.8413,106.86,1.6868,0.1619,209.61
2,32.403,0.288,2.3095,1.3005,11.7294,106.86,1.6893,0.2826,41.1
2,32.9908,0.3823,2.5605,2.9612,61.4555,106.86,1.5523,0.1511,78.09
2,77.657,0.3343,3.8067,1.6356,11.7294,106.86,1.7011,0.2411,73.98
2,42.1063,0.5584,2.5043,2.3687,57.8413,106.86,1.6417,0.2543,197.28
2,73.1849,0.2408,3.6977,1.1151,6.8019,82.2,1.5528,0.1235,106.86
2,74.3556,0.3872,3.9161,2.8003,60.5415,123.3,1.5562,0.2333,119.19
2,119.2968,0.4065,6.1868,3.2568,60.5415,123.3,1.6964,0.252,106.86
2,42.1063,0.3745,2.3096,0.9999,11.7294,106.86,1.7225,0.1096,197.28
2,124.0817,0.2279,7.3318,1.7655,11.7294,106.86,1.7777,0.0799,119.19
2,96.7599,0.2931,6.7444,3.7793,62.6262,131.52,1.7785,0.1938,209.61
2,42.1063,0.3417,2.7422,1.9956,35.3044,312.36,1.5857,0.2058,197.28
2,121.997,0.221,6.5506,2.1762,26.1889,73.98,1.5282,0.1815,115.08
2,47.0338,0.2948,2.8934,1.4301,26.1889,73.98,1.5833,0.2482,209.61
2,67.3434,0.2908,3.9088,1.357,6.8019,82.2,1.6191,0.2077,102.75
2,27.9309,0.2641,3.116,3.0075,61.4555,106.86,1.6274,0.1814,73.98
2,73.1849,0.2917,3.9981,3.2784,61.4555,106.86,1.5723,0.2034,106.86
2,97.9306,0.3484,4.3293,1.0845,6.8019,82.2,1.9854,0.243,221.94
2,96.7599,0.2293,5.853,1.8564,11.7294,106.86,1.7277,0.1976,209.61
2,37.9183,0.2885,3.0042,1.3595,16.2015,41.1,1.6649,0.244,90.42
2,120.4675,0.2465,7.1604,3.7982,62.6262,131.52,1.5242,0.2302,119.19
2,93.1457,0.3997,5.5297,3.1068,61.4555,106.86,1.5876,0.1254,209.61
2,42.1063,0.3048,2.5561,0.9575,6.8019,82.2,1.7323,0.1852,197.28
2,68.2574,0.2608,4.3649,1.9852,26.1889,73.98,1.6508,0.1952,94.53
2,120.4675,0.3916,5.4835,1.4608,16.2015,41.1,1.6427,0.2001,119.19
2,97.9306,0.2502,7.2002,3.6114,62.6262,131.52,1.673,0.1497,221.94
2,84.0302,0.2211,4.4463,2.161,26.1889,73.98,1.6686,0.2132,90.42
2,42.1063,0.2227,3.0081,2.5703,62.6262,131.52,1.574,0.1604,197.28
2,95.8459,0.2903,6.3293,3.2523,60.5415,123.3,1.6855,0.1345,217.83
2,124.0817,0.3028,6.9111,3.5277,35.3044,312.36,1.5013,0.1883,119.19
2,95.8459,0.3874,6.7879,3.5099,61.4555,106.86,1.587,0.0738,217.83
2,119.2968,0.2811,8.8679,4.3309,57.8413,106.86,1.6071,0.089,106.86
2,52.3778,0.333,3.1639,2.1892,35.3044,312.36,1.8105,0.112,73.98
2,69.4281,0.4922,3.6951,2.8602,62.6262,131.52,1.6521,0.2698,106.86
2,76.743,0.3324,3.9895,1.6875,11.7294,106.86,1.526,0.2374,82.2
2,115.6826,0.3189,6.9323,1.6951,16.2015,41.1,1.8544,0.2304,106.86
2,51.5059,0.3235,3.465,1.2046,6.8019,82.2,1.8172,0.1046,176.73
2,18.5313,0.3884,1.7261,1.116,11.7294,106.86,1.6228,0.2189,94.53
2,68.2574,0.402,3.948,2.9643,57.8413,106.86,1.5619,0.162,94.53
2,72.2709,0.3506,3.5202,1.558,16.2015,41.1,1.8094,0.1768,115.08
2,42.1063,0.3685,2.8462,2.6277,62.6262,131.52,1.6643,0.2016,197.28
2,124.0817,0.2486,8.5091,4.4314,57.8413,106.86,1.6558,0.0566,119.19
2,118.3828,0.4007,6.0987,3.196,62.6262,131.52,1.5752,0.2574,115.08
2,69.5707,0.3658,3.7718,1.3724,6.8019,82.2,1.8529,0.2627,106.86
2,86.7304,0.3966,4.033,1.8675,26.1889,73.98,1.6063,0.19,98.64
2,42.1063,0.3936,3.401,1.7288,26.1889,73.98,1.7598,0.1416,197.28
2,97.9306,0.4928,4.8756,2.2083,35.3044,312.36,1.7345,0.1308,221.94
2,74.3556,0.3935,3.9371,2.8953,62.6262,131.52,1.6441,0.2059,119.19
2,119.2968,0.3853,5.6343,1.7489,6.8019,82.2,1.6823,0.0824,106.86
2,88.8151,0.3247,4.7939,2.9846,61.4555,106.86,1.5867,0.1407,102.75
2,77.657,0.3581,3.9077,3.2906,61.4555,106.86,1.7915,0.1208,73.98
2,121.997,0.2576,7.9622,3.758,62.6262,131.52,1.7548,0.128,115.08
2,121.083,0.2285,6.7394,3.7193,35.3044,312.36,1.7167,0.2494,123.3
2,32.9908,0.2592,2.3043,1.889,35.3044,312.36,1.7434,0.0917,78.09
2,87.6444,0.2353,5.2395,3.3014,61.4555,106.86,1.6196,0.2532,90.42
2,97.9306,0.3689,6.7025,3.9946,62.6262,131.52,1.659,0.1582,221.94
2,23.0034,0.3847,2.0498,2.7134,57.8413,106.86,1.7646,0.1706,61.65
2,74.0428,0.392,3.8296,3.552,57.8413,106.86,1.7212,0.2879,73.98
2,68.2574,0.4467,3.6421,3.0117,62.6262,131.52,1.6473,0.1543,94.53
2,121.083,0.4642,5.3062,0.9482,6.8019,82.2,1.8321,0.147,123.3
2,125.2524,0.2851,6.4888,2.3646,26.1889,73.98,1.7302,0.1774,131.52
2,121.997,0.2522,7.5342,4.3046,60.5415,123.3,1.5725,0.2544,115.08
2,121.997,0.4794,6.4498,3.4031,62.6262,131.52,1.6975,0.1908,115.08
2,118.3828,0.2935,7.3808,2.4849,26.1889,73.98,1.8398,0.2566,115.08
2,18.5313,0.4222,2.7015,2.9204,62.6262,131.52,1.6231,0.2628,94.53
2,27.9309,0.2655,1.9274,1.0812,6.8019,82.2,1.8387,0.186,73.98
2,96.7599,0.2948,5.0472,1.6764,26.1889,73.98,1.7656,0.2486,209.61
2,88.8151,0.2802,5.2104,3.4812,62.6262,131.52,1.6972,0.0946,102.75
2,121.997,0.3338,6.1062,1.976,16.2015,41.1,1.7338,0.1596,115.08
2,42.3904,0.3524,2.9794,2.7114,57.8413,106.86,1.6969,0.15,57.54
2,67.3434,0.322,3.955,2.3741,35.3044,312.36,1.7409,0.2576,102.75
2,23.4588,0.436,2.2009,2.5861,57.8413,106.86,1.7191,0.175,106.86
2,37.9183,0.3618,3.3001,1.7628,26.1889,73.98,1.6948,0.1782,90.42
2,72.2709,0.3616,3.8786,2.9653,61.4555,106.86,1.5962,0.214,115.08
2,95.8459,0.3255,5.3063,2.8815,35.3044,312.36,1.5663,0.2396,217.83
2,67.3434,0.2296,4.4286,1.896,11.7294,106.86,1.6703,0.1315,102.75
2,27.9309,0.2956,2.1782,1.8501,35.3044,312.36,1.8223,0.1204,73.98
2,88.8151,0.4063,4.4758,1.4354,6.8019,82.2,1.7746,0.1513,102.75
2,27.9309,0.2162,2.8308,3.0868,62.6262,131.52,1.6357,0.2153,73.98
2,119.2968,0.4213,5.6035,1.8106,26.1889,73.98,1.6302,0.2259,106.86
2,47.0338,0.2689,3.8116,2.7415,57.8413,106.86,1.6409,0.2403,209.61
2,74.3556,0.3592,3.825,2.5129,35.3044,312.36,1.7594,0.1996,119.19
2,76.743,0.2662,5.5189,3.6419,61.4555,106.86,1.5427,0.174,82.2
2,27.9309,0.3204,2.6519,1.3136,16.2015,41.1,1.9989,0.1187,73.98
2,87.6444,0.3201,4.2476,1.307,11.7294,106.86,1.8226,0.2168,90.42
2,118.3828,0.4403,5.9073,2.009,26.1889,73.98,1.8016,0.251,115.08
2,118.3828,0.3501,6.5313,3.81,57.8413,106.86,1.6965,0.1471,115.08
2,93.1457,0.402,5.1993,1.8283,26.1889,73.98,1.6327,0.1328,209.61
2,97.9306,0.3717,6.0236,3.2206,35.3044,312.36,1.8219,0.2272,221.94
2,23.0034,0.3987,1.5865,1.0018,11.7294,106.86,1.6349,0.1406,61.65
2,74.3556,0.348,3.3071,1.0972,6.8019,82.2,1.8896,0.1018,119.19
2,124.0817,0.3218,6.0883,3.2668,35.3044,312.36,1.7443,0.1256,119.19
2,87.6444,0.4124,4.6762,3.1021,57.8413,106.86,1.5621,0.1591,90.42
2,68.2574,0.1511,4.5606,3.3952,62.6262,131.52,1.5621,0.0382,94.53
2,95.8459,0.299,4.9616,1.5358,16.2015,41.1,1.7802,0.2037,217.83
2,47.0338,0.2568,3.4177,2.6658,61.4555,106.86,1.7177,0.2511,209.61
2,32.403,0.3396,2.0348,1.1423,11.7294,106.86,1.7793,0.1471,41.1
2,37.9183,0.3471,3.5221,2.1696,26.1889,73.98,1.6032,0.1685,90.42
2,69.5707,0.2931,3.6512,2.8003,61.4555,106.86,1.6586,0.0864,106.86
2,76.743,0.3833,3.8969,2.8425,57.8413,106.86,1.6052,0.0956,82.2
2,84.0302,0.326,4.2296,2.9919,61.4555,106.86,1.7042,0.2462,90.42
2,69.5707,0.2731,4.9394,3.4912,62.6262,131.52,1.6333,0.2363,106.86
2,64.6432,0.2754,4.5333,3.4707,60.5415,123.3,1.9001,0.2476,94.53
2,122.911,0.3014,7.1009,3.7737,57.8413,106.86,1.6857,0.095,106.86
2,64.6432,0.3924,3.2187,1.7504,26.1889,73.98,1.7612,0.1296,94.53
2,27.9309,0.3761,1.6389,0.8069,6.8019,82.2,1.7583,0.1352,73.98
2,115.6826,0.409,5.9598,3.3809,61.4555,106.86,1.7722,0.1164,106.86
2,51.5059,0.3384,3.1949,1.4622,16.2015,41.1,1.6544,0.1916,176.73
2,93.1457,0.4591,5.4002,2.7748,57.8413,106.86,1.6414,0.1318,209.61
2,42.3904,0.4103,2.4274,1.2055,11.7294,106.86,1.7382,0.2299,57.54
2,77.657,0.38,3.096,1.2729,11.7294,106.86,1.8904,0.2438,73.98
2,68.2574,0.3442,3.6133,2.4971,35.3044,312.36,1.7157,0.1608,94.53
2,118.3828,0.4193,6.694,3.6693,62.6262,131.52,1.5636,0.1967,115.08
2,69.4281,0.3498,3.2726,1.2006,11.7294,106.86,1.5604,0.1172,106.86
2,51.5059,0.3687,3.0495,2.041,35.3044,312.36,1.6448,0.0959,176.73
2,64.6432,0.2207,4.0325,1.9291,26.1889,73.98,1.6344,0.166,94.53
2,95.8459,0.3056,4.7883,1.5901,11.7294,106.86,1.7341,0.1717,217.83
2,119.2968,0.3817,6.3475,3.5255,62.6262,131.52,1.6399,0.1259,106.86
2,118.3828,0.2332,5.9621,1.6148,11.7294,106.86,1.6547,0.1538,115.08
2,93.1457,0.2253,5.8063,2.1615,26.1889,73.98,1.6508,0.1362,209.61
2,37.9183,0.3435,2.2189,1.8966,35.3044,312.36,1.6302,0.2516,90.42
2,123.1677,0.3448,5.7817,3.0615,35.3044,312.36,1.7492,0.1174,127.41
2,124.0817,0.2301,6.9702,3.6443,61.4555,106.86,1.6729,0.1164,119.19
2,93.1457,0.3737,5.2465,2.8687,57.8413,106.86,1.6077,0.223,209.61
2,37.9183,0.3091,3.2812,2.9199,60.5415,123.3,1.5969,0.174,90.42
2,93.1457,0.3696,6.0876,3.3269,62.6262,131.52,1.6177,0.2434,209.61
2,69.4281,0.3854,4.6549,3.3637,61.4555,106.86,1.6655,0.159,106.86
2,121.997,0.3835,6.1582,3.4355,57.8413,106.86,1.6089,0.1638,115.08
2,61.4933,0.2618,3.4848,1.2199,11.7294,106.86,1.6616,0.1168,193.17
2,27.9309,0.2959,2.233,2.5554,61.4555,106.86,1.5802,0.2176,73.98
