Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
7,287.3273,0.962,44.5631,4.2962,16.2015,41.1,1.4421,"[0.1718, 0.3546, 0.4602, 0.5937, 0.7269, 0.7482, 0.7799]","[73.98, 106.86, 123.3, 106.86, 106.86, 106.86, 106.86]"
7,272.4124,0.9615,38.327,4.9055,26.1889,73.98,1.4723,"[0.1563, 0.2617, 0.3899, 0.5088, 0.655, 0.8455, 1.0192]","[106.86, 106.86, 106.86, 82.2, 41.1, 123.3, 106.86]"
7,222.5437,1.228,34.6369,3.675,6.8019,82.2,1.503,"[0.1625, 0.299, 0.4055, 0.5909, 0.7923, 0.9241, 1.1172]","[106.86, 82.2, 41.1, 123.3, 82.2, 106.86, 131.52]"
7,176.0683,1.0139,36.8628,6.5822,35.3044,312.36,1.5042,"[0.0859, 0.1915, 0.2915, 0.4439, 0.5812, 0.6095, 0.7848]","[73.98, 41.1, 106.86, 106.86, 73.98, 106.86, 73.98]"
7,420.7733,1.1561,71.1315,10.6895,62.6262,131.52,1.4874,"[0.1373, 0.2436, 0.3847, 0.4981, 0.658, 0.8466, 1.022]","[106.86, 131.52, 106.86, 106.86, 106.86, 123.3, 131.52]"
7,200.1494,1.2585,36.8765,6.8766,57.8413,106.86,1.5146,"[0.0601, 0.1669, 0.2609, 0.4111, 0.5645, 0.7899, 1.037]","[106.86, 123.3, 106.86, 312.36, 41.1, 82.2, 106.86]"
7,255.5183,0.9629,43.713,8.2589,62.6262,131.52,1.4632,"[0.1407, 0.3287, 0.4842, 0.655, 0.7995, 0.8968, 0.9527]","[312.36, 106.86, 41.1, 131.52, 123.3, 41.1, 82.2]"
7,244.948,1.0023,35.734,4.0105,6.8019,82.2,1.3585,"[0.1002, 0.2689, 0.2831, 0.4086, 0.5566, 0.6059, 0.9059]","[106.86, 106.86, 82.2, 82.2, 41.1, 123.3, 312.36]"
7,280.8115,0.9785,37.5163,6.938,57.8413,106.86,1.4844,"[0.0684, 0.1764, 0.3566, 0.4574, 0.6292, 0.7596, 0.903]","[106.86, 82.2, 41.1, 131.52, 106.86, 106.86, 123.3]"
7,288.3654,1.1279,38.3692,6.0068,62.6262,131.52,1.4763,"[0.1462, 0.2979, 0.4893, 0.6023, 0.7956, 0.942, 1.082]","[106.86, 312.36, 312.36, 123.3, 106.86, 73.98, 106.86]"
7,188.3337,0.8769,28.3443,6.0202,57.8413,106.86,1.3844,"[0.189, 0.2979, 0.4215, 0.5423, 0.6966, 0.894, 0.9136]","[106.86, 106.86, 41.1, 82.2, 73.98, 106.86, 106.86]"
7,315.0803,1.1889,34.4882,3.1327,6.8019,82.2,1.4511,"[0.0524, 0.226, 0.3277, 0.501, 0.6327, 0.7866, 0.9526]","[106.86, 82.2, 82.2, 106.86, 131.52, 131.52, 123.3]"
7,206.1233,0.7707,40.2559,7.4321,60.5415,123.3,1.508,"[0.0596, 0.1942, 0.301, 0.438, 0.4807, 0.6056, 0.649]","[82.2, 73.98, 106.86, 106.86, 106.86, 82.2, 312.36]"
7,216.9777,1.1014,36.2598,6.6596,35.3044,312.36,1.5016,"[0.0324, 0.1892, 0.292, 0.4586, 0.633, 0.7617, 0.7878]","[41.1, 106.86, 131.52, 106.86, 41.1, 73.98, 73.98]"
7,398.6907,0.8661,60.1659,5.3349,16.2015,41.1,1.4486,"[0.0397, 0.1479, 0.2743, 0.4, 0.4284, 0.5624, 0.7579]","[123.3, 106.86, 131.52, 131.52, 73.98, 131.52, 131.52]"
7,315.3744,1.1206,52.3706,5.6958,26.1889,73.98,1.5448,"[0.1396, 0.2507, 0.4252, 0.5395, 0.6576, 0.8225, 0.9978]","[106.86, 73.98, 106.86, 312.36, 123.3, 106.86, 41.1]"
7,288.2228,0.8104,45.5476,4.3442,6.8019,82.2,1.4659,"[0.1778, 0.2841, 0.4378, 0.5655, 0.6946, 0.7529, 0.871]","[312.36, 106.86, 312.36, 73.98, 82.2, 131.52, 123.3]"
7,182.0929,1.0418,30.317,5.9797,35.3044,312.36,1.5127,"[0.0463, 0.1882, 0.327, 0.4625, 0.6481, 0.8151, 0.9514]","[82.2, 106.86, 106.86, 73.98, 41.1, 82.2, 82.2]"
7,178.0611,0.6987,25.4511,3.2817,6.8019,82.2,1.6096,"[0.1247, 0.2343, 0.3258, 0.4379, 0.4766, 0.5951, 0.6855]","[41.1, 131.52, 131.52, 82.2, 82.2, 82.2, 41.1]"
7,356.6527,1.0265,48.5133,7.8488,62.6262,131.52,1.4346,"[0.0825, 0.19, 0.3692, 0.5482, 0.6582, 0.7712, 0.9436]","[106.86, 106.86, 312.36, 106.86, 106.86, 131.52, 131.52]"
7,244.7735,1.052,39.8543,7.1641,35.3044,312.36,1.5734,"[0.1983, 0.3065, 0.4037, 0.5418, 0.5778, 0.8878, 1.0746]","[106.86, 123.3, 106.86, 73.98, 41.1, 106.86, 123.3]"
7,300.7723,1.1626,46.9185,7.8169,57.8413,106.86,1.4905,"[0.1271, 0.2743, 0.3834, 0.5808, 0.6109, 0.7397, 1.0472]","[106.86, 123.3, 82.2, 41.1, 312.36, 106.86, 131.52]"
7,338.9405,1.1751,55.2674,8.2708,35.3044,312.36,1.5633,"[0.0947, 0.2632, 0.3822, 0.5209, 0.6711, 0.8487, 1.0291]","[106.86, 123.3, 312.36, 106.86, 106.86, 106.86, 106.86]"
7,291.6208,1.1967,43.063,3.7116,6.8019,82.2,1.5336,"[0.1428, 0.3139, 0.4189, 0.5647, 0.693, 0.8874, 1.072]","[312.36, 73.98, 131.52, 131.52, 106.86, 312.36, 106.86]"
7,261.9332,1.2155,36.9751,3.9437,6.8019,82.2,1.6647,"[0.0258, 0.1602, 0.293, 0.4805, 0.678, 0.8147, 0.9505]","[41.1, 106.86, 123.3, 73.98, 123.3, 123.3, 73.98]"
7,333.3804,0.9571,51.9868,4.5147,6.8019,82.2,1.4913,"[0.1268, 0.2776, 0.3838, 0.5858, 0.7347, 0.8932, 0.942]","[41.1, 106.86, 106.86, 106.86, 106.86, 123.3, 123.3]"
7,217.939,0.9897,39.2524,4.6353,11.7294,106.86,1.5054,"[0.1826, 0.3075, 0.4691, 0.6149, 0.7656, 0.9553, 0.9765]","[106.86, 312.36, 106.86, 123.3, 82.2, 312.36, 82.2]"
7,216.8451,1.1781,35.1106,6.218,35.3044,312.36,1.6202,"[0.1866, 0.3092, 0.4683, 0.6064, 0.792, 0.9774, 1.1538]","[73.98, 73.98, 106.86, 41.1, 312.36, 312.36, 41.1]"
7,337.1675,1.0597,54.1976,9.3793,62.6262,131.52,1.4044,"[0.066, 0.189, 0.323, 0.4824, 0.5149, 0.8109, 0.8299]","[106.86, 131.52, 82.2, 73.98, 123.3, 131.52, 123.3]"
7,223.7327,1.2088,35.6448,7.2308,62.6262,131.52,1.494,"[0.0775, 0.2023, 0.4001, 0.5276, 0.6771, 0.8588, 1.0535]","[106.86, 106.86, 82.2, 106.86, 82.2, 82.2, 73.98]"
7,149.5654,1.1836,30.3213,4.6048,26.1889,73.98,1.5063,"[0.0639, 0.187, 0.3715, 0.5025, 0.5286, 0.8786, 1.0308]","[123.3, 106.86, 106.86, 312.36, 106.86, 82.2, 106.86]"
7,329.2748,0.9625,50.5751,7.0113,60.5415,123.3,1.5624,"[0.1632, 0.3538, 0.4775, 0.6727, 0.8034, 0.8264, 0.9791]","[123.3, 106.86, 312.36, 41.1, 131.52, 106.86, 312.36]"
7,237.6522,1.2031,42.5497,6.744,62.6262,131.52,1.4585,"[0.0471, 0.1692, 0.3031, 0.4462, 0.6103, 0.8146, 0.866]","[312.36, 106.86, 106.86, 41.1, 41.1, 312.36, 106.86]"
7,257.0478,1.2273,42.8246,7.6274,35.3044,312.36,1.4382,"[0.1614, 0.3125, 0.479, 0.5023, 0.6151, 0.7786, 1.1327]","[123.3, 41.1, 82.2, 41.1, 123.3, 312.36, 106.86]"
7,217.5655,1.1159,37.886,5.678,26.1889,73.98,1.4704,"[0.1972, 0.3759, 0.5381, 0.6713, 0.6868, 1.0151, 1.2033]","[73.98, 131.52, 106.86, 106.86, 73.98, 73.98, 82.2]"
7,253.4897,1.3184,39.2331,7.0947,35.3044,312.36,1.4404,"[0.1317, 0.3241, 0.5243, 0.6524, 0.8146, 0.974, 1.1955]","[312.36, 41.1, 106.86, 106.86, 106.86, 82.2, 123.3]"
7,379.1335,1.2399,61.4415,5.3512,11.7294,106.86,1.4251,"[0.1066, 0.2749, 0.4008, 0.5566, 0.7212, 0.9037, 1.1344]","[106.86, 106.86, 131.52, 131.52, 106.86, 123.3, 41.1]"
7,238.0976,0.7771,42.8463,5.6777,26.1889,73.98,1.4705,"[0.0471, 0.1613, 0.3182, 0.4477, 0.6017, 0.6252, 0.6551]","[106.86, 106.86, 131.52, 106.86, 106.86, 131.52, 41.1]"
7,274.7638,1.2198,48.3469,8.1604,60.5415,123.3,1.4372,"[0.1587, 0.3597, 0.4872, 0.6274, 0.7685, 0.9554, 1.1528]","[123.3, 106.86, 312.36, 312.36, 41.1, 106.86, 106.86]"
7,211.1749,1.2621,36.7226,3.9909,16.2015,41.1,1.4854,"[0.0897, 0.2901, 0.4546, 0.6344, 0.7677, 0.9547, 1.1421]","[123.3, 312.36, 73.98, 106.86, 82.2, 312.36, 312.36]"
7,269.5753,1.0021,44.9898,7.3034,57.8413,106.86,1.4083,"[0.1422, 0.2658, 0.4068, 0.5766, 0.6169, 0.7642, 0.9544]","[123.3, 106.86, 131.52, 73.98, 312.36, 106.86, 106.86]"
7,294.0643,1.2468,48.6442,8.4072,62.6262,131.52,1.4625,"[0.1696, 0.294, 0.4284, 0.6077, 0.7712, 0.9608, 1.1556]","[312.36, 73.98, 106.86, 106.86, 312.36, 106.86, 131.52]"
7,225.9185,1.1656,42.4961,7.2546,61.4555,106.86,1.5716,"[0.1893, 0.3421, 0.4856, 0.6145, 0.7773, 0.9637, 1.1199]","[73.98, 312.36, 312.36, 73.98, 123.3, 73.98, 41.1]"
7,259.0904,1.1673,43.5731,8.058,61.4555,106.86,1.563,"[0.1027, 0.2285, 0.3621, 0.5161, 0.6668, 0.8548, 0.8827]","[82.2, 123.3, 73.98, 123.3, 131.52, 41.1, 73.98]"
7,246.7256,1.1822,45.5853,7.1945,61.4555,106.86,1.3565,"[0.1721, 0.3427, 0.4672, 0.6398, 0.8343, 1.0421, 1.2065]","[123.3, 312.36, 106.86, 312.36, 41.1, 73.98, 106.86]"
7,271.3472,1.1016,44.0854,7.5652,61.4555,106.86,1.3563,"[0.1598, 0.2822, 0.3931, 0.5296, 0.7056, 1.0395, 1.0468]","[106.86, 73.98, 312.36, 106.86, 41.1, 131.52, 106.86]"
7,299.0004,1.3667,47.7935,8.3715,61.4555,106.86,1.5825,"[0.1611, 0.2819, 0.458, 0.5937, 0.7926, 1.1286, 1.3315]","[123.3, 106.86, 106.86, 123.3, 131.52, 312.36, 82.2]"
7,215.0962,1.0215,36.0293,3.9238,6.8019,82.2,1.333,"[0.1232, 0.2455, 0.3587, 0.5581, 0.7219, 0.764, 0.9296]","[312.36, 312.36, 82.2, 82.2, 131.52, 82.2, 106.86]"
7,214.6089,1.1861,39.1736,5.4293,26.1889,73.98,1.3604,"[0.0635, 0.2042, 0.331, 0.4833, 0.6306, 0.816, 1.0189]","[41.1, 106.86, 82.2, 312.36, 123.3, 73.98, 106.86]"
7,183.1221,0.9429,37.5088,7.0983,62.6262,131.52,1.4599,"[0.1969, 0.3223, 0.4583, 0.6008, 0.6305, 0.7886, 0.8139]","[82.2, 82.2, 312.36, 106.86, 82.2, 106.86, 106.86]"
7,309.9883,1.1707,52.1962,8.7975,60.5415,123.3,1.4959,"[0.0354, 0.1941, 0.3192, 0.4384, 0.6066, 0.784, 0.9865]","[123.3, 123.3, 106.86, 312.36, 106.86, 106.86, 73.98]"
7,247.6296,1.0644,43.494,7.9597,61.4555,106.86,1.4445,"[0.1998, 0.3773, 0.3997, 0.6502, 0.7993, 0.9827, 1.0381]","[131.52, 82.2, 41.1, 106.86, 73.98, 131.52, 106.86]"
7,333.9356,1.3058,47.7395,4.8195,11.7294,106.86,1.475,"[0.1162, 0.3137, 0.4335, 0.59, 0.7699, 0.9603, 1.1563]","[106.86, 41.1, 106.86, 106.86, 131.52, 131.52, 106.86]"
7,319.3014,1.2604,46.0973,7.6209,35.3044,312.36,1.5667,"[0.049, 0.2073, 0.3603, 0.5492, 0.7444, 0.8916, 1.0402]","[131.52, 123.3, 312.36, 106.86, 73.98, 106.86, 106.86]"
7,322.8595,0.9549,56.7962,9.2073,60.5415,123.3,1.4914,"[0.1775, 0.3011, 0.4743, 0.4937, 0.6216, 0.7929, 0.9731]","[123.3, 106.86, 41.1, 312.36, 131.52, 73.98, 123.3]"
7,280.4627,1.1795,46.8315,4.3398,6.8019,82.2,1.539,"[0.2046, 0.3285, 0.4656, 0.6176, 0.7707, 0.9535, 1.0032]","[312.36, 106.86, 41.1, 312.36, 106.86, 106.86, 131.52]"
7,342.6962,1.0278,57.1525,8.3405,62.6262,131.52,1.5377,"[0.118, 0.2417, 0.3907, 0.5492, 0.7139, 0.9031, 0.9605]","[131.52, 106.86, 73.98, 123.3, 106.86, 106.86, 41.1]"
7,218.7969,1.1713,33.4969,4.2099,11.7294,106.86,1.609,"[0.0785, 0.2014, 0.3825, 0.3966, 0.6509, 0.8276, 1.0036]","[106.86, 312.36, 82.2, 123.3, 82.2, 312.36, 41.1]"
7,242.428,0.9238,43.339,6.5247,60.5415,123.3,1.4429,"[0.0782, 0.1957, 0.322, 0.4631, 0.6152, 0.8012, 0.8556]","[312.36, 312.36, 106.86, 106.86, 82.2, 312.36, 82.2]"
7,265.9611,0.9727,45.5554,4.9476,16.2015,41.1,1.4156,"[0.0262, 0.1507, 0.297, 0.4419, 0.6102, 0.6428, 0.8096]","[123.3, 106.86, 73.98, 312.36, 106.86, 106.86, 131.52]"
7,266.2682,1.2797,42.0738,8.0823,60.5415,123.3,1.413,"[0.0208, 0.1696, 0.4672, 0.6369, 0.7661, 0.9184, 1.1212]","[82.2, 131.52, 131.52, 82.2, 106.86, 106.86, 106.86]"
7,205.5355,1.1152,39.2162,7.4459,62.6262,131.52,1.4154,"[0.1436, 0.1596, 0.2736, 0.4392, 0.7688, 0.8414, 0.988]","[106.86, 41.1, 106.86, 106.86, 312.36, 82.2, 41.1]"
7,209.549,1.1998,34.721,4.5633,11.7294,106.86,1.446,"[0.1926, 0.362, 0.4865, 0.6275, 0.793, 0.8606, 1.0012]","[41.1, 41.1, 312.36, 106.86, 106.86, 106.86, 123.3]"
7,182.9565,0.9942,37.0987,4.7387,16.2015,41.1,1.3719,"[0.1114, 0.2346, 0.3349, 0.4808, 0.6697, 0.8405, 0.9261]","[312.36, 82.2, 73.98, 106.86, 41.1, 73.98, 123.3]"
7,101.3529,1.2106,27.2315,4.4268,26.1889,73.98,1.5396,"[0.0892, 0.2541, 0.4065, 0.5843, 0.7273, 0.8916, 1.0593]","[82.2, 82.2, 82.2, 82.2, 123.3, 82.2, 82.2]"
7,223.6092,1.1786,35.598,4.2698,16.2015,41.1,1.4326,"[0.1199, 0.2823, 0.4227, 0.5518, 0.6972, 0.873, 1.109]","[41.1, 106.86, 41.1, 312.36, 82.2, 106.86, 73.98]"
7,156.1222,1.1147,33.3853,5.8403,57.8413,106.86,1.4336,"[0.1948, 0.3187, 0.4458, 0.6007, 0.6304, 0.7747, 0.912]","[106.86, 41.1, 106.86, 312.36, 131.52, 106.86, 82.2]"
7,210.5954,1.2267,40.2511,5.6941,26.1889,73.98,1.3445,"[0.173, 0.2989, 0.4342, 0.5908, 0.7605, 0.9616, 1.1604]","[41.1, 312.36, 106.86, 106.86, 73.98, 82.2, 82.2]"
7,259.5879,1.2434,43.4535,7.3259,60.5415,123.3,1.4397,"[0.169, 0.3175, 0.4408, 0.5902, 0.7491, 0.9326, 1.1538]","[123.3, 312.36, 106.86, 131.52, 106.86, 106.86, 41.1]"
7,252.1028,1.2262,37.5994,4.5172,11.7294,106.86,1.5621,"[0.1232, 0.2482, 0.4459, 0.5759, 0.7308, 0.8794, 1.0984]","[106.86, 312.36, 106.86, 41.1, 106.86, 106.86, 106.86]"
7,216.7583,1.2306,37.8236,6.6293,35.3044,312.36,1.3946,"[0.1512, 0.2772, 0.4132, 0.5551, 0.7368, 0.9276, 1.1184]","[123.3, 82.2, 82.2, 82.2, 131.52, 106.86, 106.86]"
7,267.9492,1.2782,41.7368,4.5722,16.2015,41.1,1.5713,"[0.0319, 0.214, 0.2297, 0.3615, 0.5501, 0.7218, 0.9215]","[106.86, 73.98, 106.86, 41.1, 82.2, 123.3, 312.36]"
7,209.4064,0.9619,37.7088,6.3422,57.8413,106.86,1.5558,"[0.1196, 0.2443, 0.3482, 0.462, 0.6563, 0.8435, 0.8897]","[131.52, 312.36, 41.1, 82.2, 106.86, 41.1, 123.3]"
7,272.3259,1.1943,40.5674,7.498,57.8413,106.86,1.4922,"[0.1988, 0.3255, 0.4617, 0.5939, 0.8297, 1.003, 1.1674]","[131.52, 106.86, 106.86, 82.2, 82.2, 106.86, 106.86]"
7,161.9074,1.3535,33.5492,5.7032,62.6262,131.52,1.5077,"[0.1758, 0.2997, 0.4325, 0.584, 0.8889, 1.047, 1.2383]","[41.1, 312.36, 73.98, 312.36, 312.36, 82.2, 82.2]"
7,336.6123,1.1486,49.0007,5.0066,11.7294,106.86,1.4861,"[0.1086, 0.2321, 0.3336, 0.5223, 0.6784, 0.8329, 1.0375]","[73.98, 123.3, 123.3, 123.3, 106.86, 82.2, 123.3]"
7,206.8577,1.1605,36.0674,6.5903,62.6262,131.52,1.4694,"[0.0296, 0.1512, 0.2644, 0.4489, 0.5912, 0.7842, 0.9894]","[41.1, 312.36, 41.1, 312.36, 41.1, 73.98, 106.86]"
7,231.1531,1.2259,37.2717,4.3989,16.2015,41.1,1.4453,"[0.0166, 0.1404, 0.1416, 0.2856, 0.4719, 0.6862, 0.872]","[41.1, 131.52, 106.86, 312.36, 73.98, 73.98, 82.2]"
7,203.5563,1.1791,37.3874,6.6646,62.6262,131.52,1.3781,"[0.1357, 0.259, 0.2694, 0.4263, 0.5924, 0.9119, 0.9623]","[312.36, 73.98, 312.36, 131.52, 41.1, 106.86, 41.1]"
7,167.7575,0.9896,34.5507,4.5226,26.1889,73.98,1.3104,"[0.0246, 0.1489, 0.2826, 0.4164, 0.5848, 0.7826, 0.8353]","[82.2, 41.1, 123.3, 312.36, 312.36, 82.2, 82.2]"
7,221.4785,1.1423,42.423,7.3106,57.8413,106.86,1.4598,"[0.162, 0.2853, 0.4116, 0.5661, 0.696, 0.8568, 0.9317]","[73.98, 41.1, 312.36, 131.52, 106.86, 82.2, 131.52]"
7,214.3339,1.1325,32.0908,4.4099,26.1889,73.98,1.4426,"[0.0658, 0.1871, 0.3104, 0.5105, 0.6485, 0.8464, 1.0089]","[312.36, 41.1, 106.86, 123.3, 41.1, 131.52, 106.86]"
7,430.3431,1.219,56.7512,4.7851,11.7294,106.86,1.5145,"[0.0968, 0.2357, 0.4282, 0.5509, 0.6959, 0.7209, 0.9295]","[131.52, 106.86, 131.52, 131.52, 123.3, 106.86, 131.52]"
7,365.67,1.193,58.8407,9.4947,61.4555,106.86,1.425,"[0.1844, 0.3082, 0.4132, 0.5831, 0.7352, 0.9211, 1.113]","[123.3, 312.36, 131.52, 131.52, 106.86, 123.3, 73.98]"
7,371.5201,1.2171,53.327,4.3034,6.8019,82.2,1.5046,"[0.1562, 0.2821, 0.4164, 0.5549, 0.7167, 0.7247, 1.1306]","[131.52, 123.3, 82.2, 123.3, 106.86, 131.52, 123.3]"
7,304.4831,1.0833,51.2983,8.1437,57.8413,106.86,1.3304,"[0.0292, 0.0468, 0.2997, 0.3359, 0.538, 0.6917, 0.8901]","[106.86, 106.86, 131.52, 131.52, 312.36, 106.86, 131.52]"
7,204.6776,1.2255,29.8828,6.0044,61.4555,106.86,1.4792,"[0.0765, 0.1977, 0.3364, 0.4786, 0.6262, 0.8276, 1.0092]","[82.2, 106.86, 106.86, 41.1, 312.36, 106.86, 106.86]"
7,285.4262,1.3666,40.7384,7.5286,62.6262,131.52,1.5211,"[0.1294, 0.2507, 0.4399, 0.5751, 0.739, 0.9641, 1.122]","[106.86, 41.1, 106.86, 41.1, 106.86, 106.86, 123.3]"
7,193.7341,1.0283,35.0264,3.9459,6.8019,82.2,1.5117,"[0.1939, 0.3234, 0.4644, 0.6089, 0.7703, 0.7899, 0.8361]","[73.98, 123.3, 41.1, 123.3, 106.86, 106.86, 82.2]"
7,298.2147,1.313,44.1934,7.8311,60.5415,123.3,1.5378,"[0.158, 0.3204, 0.4893, 0.7865, 0.9432, 1.1121, 1.2768]","[106.86, 41.1, 106.86, 106.86, 312.36, 106.86, 106.86]"
7,226.4246,1.0671,32.5303,3.9334,26.1889,73.98,1.4207,"[0.0174, 0.1387, 0.2779, 0.4181, 0.5695, 0.7317, 0.9191]","[82.2, 41.1, 312.36, 312.36, 123.3, 106.86, 123.3]"
7,339.2522,0.9544,51.0528,5.0624,16.2015,41.1,1.4402,"[0.0755, 0.1978, 0.3002, 0.4348, 0.6668, 0.7035, 0.8965]","[73.98, 131.52, 106.86, 131.52, 131.52, 82.2, 123.3]"
7,322.1025,0.9376,51.2471,4.3481,6.8019,82.2,1.756,"[0.05, 0.1885, 0.3114, 0.3336, 0.4659, 0.6565, 0.835]","[106.86, 106.86, 312.36, 106.86, 106.86, 131.52, 312.36]"
7,305.5251,1.0835,56.2059,8.9111,60.5415,123.3,1.4675,"[0.1716, 0.3601, 0.4922, 0.6401, 0.6693, 0.8392, 1.0541]","[312.36, 73.98, 106.86, 123.3, 73.98, 312.36, 123.3]"
7,351.7252,1.0569,55.7463,5.1261,16.2015,41.1,1.4398,"[0.1992, 0.3315, 0.4688, 0.5997, 0.7686, 0.9446, 1.0536]","[312.36, 82.2, 106.86, 106.86, 106.86, 131.52, 131.52]"
7,264.3911,1.1558,43.3431,4.5182,6.8019,82.2,1.4026,"[0.1534, 0.3537, 0.4746, 0.6094, 0.7694, 0.8133, 1.0235]","[312.36, 106.86, 106.86, 106.86, 73.98, 106.86, 82.2]"
7,268.0644,1.0391,48.6614,8.4087,62.6262,131.52,1.4458,"[0.1365, 0.2593, 0.3718, 0.5169, 0.6944, 0.8967, 0.912]","[312.36, 312.36, 106.86, 123.3, 106.86, 82.2, 123.3]"
7,355.9954,1.0253,53.34,3.9957,6.8019,82.2,1.4534,"[0.1179, 0.2426, 0.414, 0.5463, 0.7084, 0.8926, 0.9391]","[106.86, 123.3, 312.36, 131.52, 131.52, 131.52, 123.3]"
7,369.8765,1.161,60.6873,4.2619,6.8019,82.2,1.7142,"[0.076, 0.2003, 0.3015, 0.414, 0.5986, 0.7638, 0.9976]","[106.86, 106.86, 106.86, 131.52, 106.86, 123.3, 106.86]"
7,280.278,0.9797,45.9769,7.1172,57.8413,106.86,1.5878,"[0.1792, 0.3079, 0.411, 0.5605, 0.7185, 0.7429, 0.8952]","[123.3, 82.2, 312.36, 131.52, 73.98, 73.98, 131.52]"
7,349.2673,1.1891,59.359,9.8904,61.4555,106.86,1.47,"[0.1186, 0.2447, 0.2661, 0.3902, 0.6991, 0.9061, 0.9911]","[123.3, 73.98, 41.1, 123.3, 123.3, 131.52, 131.52]"
7,293.6417,1.2562,42.8486,7.8596,62.6262,131.52,1.4789,"[0.067, 0.236, 0.366, 0.5204, 0.6796, 0.8842, 1.1093]","[106.86, 73.98, 106.86, 106.86, 123.3, 123.3, 106.86]"
7,211.9734,1.1757,36.627,7.2928,62.6262,131.52,1.4785,"[0.1253, 0.2988, 0.4224, 0.5719, 0.7308, 0.7666, 0.9335]","[82.2, 82.2, 123.3, 106.86, 106.86, 106.86, 82.2]"
7,281.6334,0.8652,50.3055,6.4787,60.5415,123.3,1.4052,"[0.1737, 0.2962, 0.4029, 0.4201, 0.5528, 0.8246, 0.8994]","[131.52, 312.36, 41.1, 312.36, 131.52, 106.86, 106.86]"
7,165.6255,1.1832,34.9675,6.7691,60.5415,123.3,1.5336,"[0.1993, 0.3248, 0.3443, 0.6168, 0.6336, 0.8141, 0.9817]","[41.1, 41.1, 82.2, 73.98, 106.86, 41.1, 73.98]"
