round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
25	0.1697	0.2264	0.1697	0.3623	0.3425	0.3623	0.2502	0.2767	0.2502
26	0.1660	0.2251	0.1660	0.2897	0.3106	0.2897	0.2333	0.2687	0.2333
27	0.1555	0.2128	0.1555	0.2798	0.2829	0.2798	0.2238	0.2608	0.2238
28	0.1545	0.2156	0.1545	0.2740	0.2991	0.2740	0.2289	0.2644	0.2289
29	0.1615	0.2217	0.1615	0.2624	0.2820	0.2624	0.2232	0.2602	0.2232
30	0.1566	0.2151	0.1566	0.2655	0.2936	0.2655	0.2247	0.2639	0.2247
31	0.1654	0.2247	0.1654	0.3454	0.3414	0.3454	0.2283	0.2664	0.2283
32	0.1545	0.2129	0.1545	0.3048	0.3112	0.3048	0.2210	0.2622	0.2210
33	0.1552	0.2133	0.1552	0.2817	0.2746	0.2817	0.2323	0.2614	0.2323
34	0.1619	0.2231	0.1619	0.2903	0.2985	0.2903	0.2235	0.2627	0.2235
35	0.1580	0.2166	0.1580	0.3705	0.3380	0.3705	0.2340	0.2665	0.2340
36	0.1556	0.2164	0.1556	0.3810	0.3533	0.3810	0.2465	0.2755	0.2465
37	0.1593	0.2178	0.1593	0.3157	0.3094	0.3157	0.2318	0.2654	0.2318
38	0.1586	0.2183	0.1586	0.2648	0.2896	0.2648	0.2212	0.2594	0.2212
39	0.1594	0.2211	0.1594	0.3006	0.3187	0.3006	0.2245	0.2611	0.2245
40	0.1553	0.2167	0.1553	0.2793	0.2989	0.2793	0.2340	0.2620	0.2340
41	0.1600	0.2223	0.1600	0.2787	0.2856	0.2787	0.2272	0.2607	0.2272
42	0.1629	0.2216	0.1629	0.2663	0.2969	0.2663	0.2318	0.2656	0.2318
43	0.1650	0.2225	0.1650	0.3449	0.3324	0.3449	0.2402	0.2648	0.2402
44	0.1711	0.2282	0.1711	0.3294	0.3286	0.3294	0.2494	0.2697	0.2494
45	0.1654	0.2205	0.1654	0.2978	0.2867	0.2978	0.2330	0.2615	0.2330
46	0.1607	0.2172	0.1607	0.2828	0.2863	0.2828	0.2275	0.2563	0.2275
47	0.1721	0.2252	0.1721	0.3080	0.3193	0.3080	0.2494	0.2690	0.2494
48	0.1680	0.2210	0.1680	0.2998	0.2889	0.2998	0.2330	0.2584	0.2330
49	0.1678	0.2204	0.1678	0.2982	0.2885	0.2982	0.2340	0.2566	0.2340
50	0.1725	0.2258	0.1725	0.2967	0.3048	0.2967	0.2474	0.2651	0.2474
51	0.1733	0.2238	0.1733	0.2945	0.2911	0.2945	0.2435	0.2632	0.2435
52	0.1737	0.2255	0.1737	0.2750	0.2840	0.2750	0.2301	0.2592	0.2301
53	0.1720	0.2241	0.1720	0.2921	0.3018	0.2921	0.2373	0.2608	0.2373
54	0.1735	0.2223	0.1735	0.2786	0.2968	0.2786	0.2374	0.2620	0.2374
55	0.1722	0.2256	0.1722	0.2795	0.2928	0.2795	0.2332	0.2603	0.2332
56	0.1738	0.2233	0.1738	0.2902	0.3059	0.2902	0.2371	0.2615	0.2371
57	0.1719	0.2225	0.1719	0.2945	0.3037	0.2945	0.2335	0.2587	0.2335
58	0.1743	0.2243	0.1743	0.3171	0.3210	0.3171	0.2452	0.2643	0.2452
59	0.1702	0.2202	0.1702	0.3651	0.3498	0.3651	0.2437	0.2721	0.2437
60	0.1780	0.2261	0.1780	0.3368	0.3357	0.3368	0.2578	0.2724	0.2578
61	0.1893	0.2333	0.1893	0.4123	0.3167	0.4123	0.2622	0.2673	0.2622
62	0.1780	0.2295	0.1780	0.3099	0.3020	0.3099	0.2380	0.2620	0.2380
63	0.1804	0.2285	0.1804	0.2996	0.2805	0.2996	0.2422	0.2575	0.2422
64	0.1840	0.2311	0.1840	0.3178	0.3172	0.3178	0.2468	0.2630	0.2468
65	0.1769	0.2307	0.1769	0.2905	0.2860	0.2905	0.2334	0.2561	0.2334
66	0.1766	0.2219	0.1766	0.2846	0.2864	0.2846	0.2367	0.2572	0.2367
67	0.1733	0.2212	0.1733	0.2978	0.2925	0.2978	0.2295	0.2572	0.2295
68	0.1772	0.2251	0.1772	0.3221	0.2900	0.3221	0.2361	0.2565	0.2361
69	0.1782	0.2299	0.1782	0.3169	0.2912	0.3169	0.2465	0.2623	0.2465
70	0.1749	0.2252	0.1749	0.3854	0.3388	0.3854	0.2502	0.2677	0.2502
71	0.1732	0.2226	0.1732	0.3140	0.2927	0.3140	0.2388	0.2606	0.2388
72	0.1774	0.2229	0.1774	0.3093	0.2931	0.3093	0.2408	0.2599	0.2408
73	0.1774	0.2210	0.1774	0.3007	0.2882	0.3007	0.2416	0.2579	0.2416
74	0.1790	0.2222	0.1790	0.3070	0.2806	0.3070	0.2380	0.2553	0.2380
75	0.1848	0.2239	0.1848	0.3153	0.2932	0.3153	0.2503	0.2590	0.2503
76	0.1855	0.2267	0.1855	0.3430	0.3190	0.3430	0.2520	0.2616	0.2520
77	0.1836	0.2251	0.1836	0.3202	0.2880	0.3202	0.2466	0.2588	0.2466
78	0.1761	0.2197	0.1761	0.3130	0.3004	0.3130	0.2425	0.2574	0.2425
79	0.1809	0.2231	0.1809	0.3106	0.3167	0.3106	0.2450	0.2593	0.2450
80	0.1790	0.2233	0.1790	0.3019	0.2930	0.3019	0.2406	0.2580	0.2406
81	0.1782	0.2192	0.1782	0.3518	0.3270	0.3518	0.2558	0.2664	0.2558
82	0.1833	0.2259	0.1833	0.3308	0.3165	0.3308	0.2543	0.2617	0.2543
83	0.1770	0.2239	0.1770	0.3345	0.2873	0.3345	0.2405	0.2542	0.2405
84	0.1780	0.2212	0.1780	0.3230	0.2885	0.3230	0.2394	0.2557	0.2394
85	0.1822	0.2238	0.1822	0.3238	0.2756	0.3238	0.2490	0.2584	0.2490
86	0.1799	0.2245	0.1799	0.2929	0.2831	0.2929	0.2406	0.2573	0.2406
87	0.1777	0.2213	0.1777	0.3534	0.3226	0.3534	0.2550	0.2613	0.2550
88	0.1793	0.2253	0.1793	0.2930	0.2876	0.2930	0.2368	0.2577	0.2368
89	0.1732	0.2211	0.1732	0.2851	0.2775	0.2851	0.2363	0.2553	0.2363
90	0.1809	0.2263	0.1809	0.3482	0.3412	0.3482	0.2542	0.2661	0.2542
91	0.1782	0.2234	0.1782	0.2927	0.2893	0.2927	0.2400	0.2563	0.2400
92	0.1788	0.2244	0.1788	0.3120	0.2979	0.3120	0.2393	0.2614	0.2393
93	0.1809	0.2266	0.1809	0.3166	0.2894	0.3166	0.2403	0.2600	0.2403
94	0.1837	0.2236	0.1837	0.3695	0.3316	0.3695	0.2578	0.2659	0.2578
95	0.1798	0.2228	0.1798	0.3028	0.2790	0.3028	0.2367	0.2583	0.2367
96	0.1765	0.2234	0.1765	0.3185	0.2857	0.3185	0.2420	0.2594	0.2420
97	0.1772	0.2229	0.1772	0.3000	0.2860	0.3000	0.2313	0.2568	0.2313
98	0.1778	0.2235	0.1778	0.2986	0.2857	0.2986	0.2367	0.2583	0.2367
99	0.1773	0.2224	0.1773	0.3206	0.2823	0.3206	0.2379	0.2564	0.2379
100	0.1770	0.2237	0.1770	0.2975	0.2747	0.2975	0.2339	0.2565	0.2339
