round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
43	2.4001	0.8293	2.4001	5.3500	1.0376	5.3500	3.3609	0.9298	3.3609
44	2.3433	0.8182	2.3433	4.9544	1.0730	4.9544	3.1827	0.9163	3.1827
45	2.4926	0.8302	2.4926	5.7269	1.0772	5.7269	3.5415	0.9393	3.5415
46	2.4243	0.8265	2.4243	5.7504	1.0992	5.7504	3.3772	0.9311	3.3772
47	2.4628	0.8201	2.4628	5.3436	1.0564	5.3436	3.3362	0.9220	3.3362
48	2.4279	0.8177	2.4279	4.6587	1.0120	4.6587	3.2721	0.9234	3.2721
49	2.3999	0.8165	2.3999	4.9708	1.0110	4.9708	3.2904	0.9233	3.2904
50	2.4015	0.8161	2.4015	4.8947	1.0648	4.8947	3.2716	0.9112	3.2716
51	2.3093	0.8116	2.3093	4.7376	1.0693	4.7376	3.0967	0.9071	3.0967
52	2.4286	0.8183	2.4286	4.9532	1.1148	4.9532	3.3566	0.9215	3.3566
53	2.3891	0.8113	2.3891	4.4753	1.0404	4.4753	3.1483	0.8999	3.1483
54	2.3721	0.8174	2.3721	4.8685	1.0626	4.8685	3.2662	0.9164	3.2662
55	2.2795	0.7959	2.2795	4.2232	0.9977	4.2232	3.0178	0.8945	3.0178
56	2.2753	0.7952	2.2753	4.4628	1.0074	4.4628	3.0160	0.9008	3.0160
57	2.3765	0.7969	2.3765	5.8489	1.0212	5.8489	3.2874	0.9001	3.2874
58	2.3515	0.8006	2.3515	5.0397	1.0296	5.0397	3.1701	0.9030	3.1701
59	2.3671	0.8071	2.3671	4.6189	1.0172	4.6189	3.2012	0.9026	3.2012
60	2.3612	0.7968	2.3612	4.6524	1.0229	4.6524	3.0972	0.8895	3.0972
61	2.3054	0.7955	2.3054	4.6882	1.0302	4.6882	3.0690	0.8835	3.0690
62	2.3526	0.8057	2.3526	5.3991	1.1275	5.3991	3.1377	0.8920	3.1377
63	2.3157	0.8005	2.3157	4.7425	1.0380	4.7425	3.0735	0.8925	3.0735
64	2.3181	0.7881	2.3181	4.2291	1.0132	4.2291	2.9826	0.8726	2.9826
65	2.3598	0.7910	2.3598	4.5230	1.0083	4.5230	3.1098	0.8796	3.1098
66	2.3985	0.8018	2.3985	4.8763	1.0423	4.8763	3.2560	0.9028	3.2560
67	2.4328	0.7974	2.4328	5.0053	1.0605	5.0053	3.1034	0.8858	3.1034
68	2.4163	0.8053	2.4163	4.9437	1.0375	4.9437	3.0814	0.8790	3.0814
69	2.5738	0.8143	2.5738	5.8792	1.0530	5.8792	3.4098	0.9038	3.4098
70	2.5864	0.8133	2.5864	5.9432	1.0378	5.9432	3.3680	0.9055	3.3680
71	2.5428	0.8055	2.5428	4.8296	1.0127	4.8296	3.1891	0.8816	3.1891
72	2.5786	0.8253	2.5786	4.8149	1.0289	4.8149	3.3130	0.9090	3.3130
73	2.5694	0.8103	2.5694	5.1255	1.0427	5.1255	3.4519	0.9059	3.4519
74	2.6767	0.8217	2.6767	5.5843	1.0443	5.5843	3.6554	0.9222	3.6554
75	2.7430	0.8240	2.7430	5.7699	1.0417	5.7699	3.5856	0.9073	3.5856
76	2.7266	0.8220	2.7266	4.7430	1.0317	4.7430	3.4483	0.9011	3.4483
77	2.7247	0.8211	2.7247	5.1556	1.0505	5.1556	3.4611	0.9113	3.4611
78	2.7966	0.8283	2.7966	5.4714	1.0291	5.4714	3.6312	0.9177	3.6312
79	2.9797	0.8370	2.9797	6.6931	1.0707	6.6931	3.8674	0.9235	3.8674
80	2.9175	0.8334	2.9175	5.1290	1.0407	5.1290	3.6962	0.9196	3.6962
81	2.7936	0.8165	2.7936	5.8665	1.0731	5.8665	3.5691	0.9041	3.5691
82	2.8970	0.8324	2.8970	5.9804	1.1254	5.9804	3.7525	0.9222	3.7525
83	2.9301	0.8324	2.9301	5.2621	1.0738	5.2621	3.6458	0.9233	3.6458
84	2.9945	0.8327	2.9945	5.2364	1.0663	5.2364	3.7842	0.9208	3.7842
85	2.8647	0.8161	2.8647	5.1755	1.0517	5.1755	3.6165	0.9090	3.6165
86	2.8483	0.8167	2.8483	4.9054	1.0118	4.9054	3.6262	0.9156	3.6262
87	2.9973	0.8312	2.9973	6.2394	1.0593	6.2394	3.8546	0.9276	3.8546
88	2.8806	0.8205	2.8806	5.6139	1.0806	5.6139	3.5934	0.9103	3.5934
89	3.0122	0.8404	3.0122	5.6099	1.0571	5.6099	3.8844	0.9308	3.8844
90	2.9755	0.8312	2.9755	5.3988	1.0653	5.3988	3.6659	0.9187	3.6659
91	3.0499	0.8377	3.0499	5.7086	1.0450	5.7086	3.7627	0.9198	3.7627
92	3.0832	0.8381	3.0832	5.6289	1.0877	5.6289	3.8507	0.9236	3.8507
93	3.0581	0.8451	3.0581	5.4327	1.0312	5.4327	3.8478	0.9261	3.8478
94	3.2362	0.8503	3.2362	5.3885	1.0639	5.3885	3.9758	0.9316	3.9758
95	3.1758	0.8366	3.1758	5.8894	1.0859	5.8894	3.9247	0.9217	3.9247
96	3.1833	0.8401	3.1833	5.7975	1.0574	5.7975	3.8629	0.9191	3.8629
97	3.2825	0.8520	3.2825	6.1137	1.1142	6.1137	3.9304	0.9284	3.9304
98	3.2179	0.8439	3.2179	5.6123	1.0599	5.6123	3.9942	0.9358	3.9942
99	3.1274	0.8373	3.1274	6.2526	1.0340	6.2526	3.8561	0.9104	3.8561
100	3.3080	0.8455	3.3080	6.4513	1.0788	6.4513	4.1511	0.9265	4.1511
