round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
86	16.0092	2.3195	16.0092	24.1357	2.8105	24.1357	19.8585	2.5773	19.8585
87	16.2700	2.3448	16.2700	21.8621	2.7202	21.8621	19.3445	2.5583	19.3445
88	16.2900	2.3227	16.2900	22.0922	2.8588	22.0922	19.7046	2.5930	19.7046
89	16.0403	2.3129	16.0403	21.8708	2.7664	21.8708	19.0927	2.5437	19.0927
90	16.1488	2.3093	16.1488	22.4913	2.7112	22.4913	19.5606	2.5613	19.5606
91	16.1233	2.3237	16.1233	22.1385	2.7564	22.1385	19.1053	2.5476	19.1053
92	16.2219	2.3146	16.2219	22.5638	2.7078	22.5638	19.4340	2.5424	19.4340
93	16.1453	2.3073	16.1453	22.3122	2.7340	22.3122	19.4994	2.5639	19.4994
94	16.0334	2.2880	16.0334	22.7053	2.7428	22.7053	19.3242	2.5329	19.3242
95	16.1342	2.2900	16.1342	21.2910	2.6884	21.2910	19.0524	2.5196	19.0524
96	16.4082	2.3161	16.4082	23.0247	2.7728	23.0247	20.3534	2.5946	20.3534
97	16.2181	2.2960	16.2181	29.0312	3.0749	29.0312	20.5522	2.6100	20.5522
98	16.4987	2.3309	16.4987	23.6039	2.8280	23.6039	20.2773	2.5962	20.2773
99	16.3671	2.3116	16.3671	21.8709	2.6906	21.8709	19.3314	2.5527	19.3314
100	16.4884	2.3278	16.4884	29.8478	3.0340	29.8478	20.4002	2.5891	20.4002
