round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
40	11.0509	2.0270	11.0509	15.7075	2.4029	15.7075	13.7425	2.2463	13.7425
41	10.9896	2.0137	10.9896	16.4464	2.3433	16.4464	14.0920	2.2603	14.0920
42	11.0246	2.0295	11.0246	17.2092	2.3508	17.2092	14.1085	2.2654	14.1085
43	10.9141	2.0188	10.9141	15.7786	2.4339	15.7786	13.7111	2.2442	13.7111
44	10.7745	2.0000	10.7745	16.9557	2.3925	16.9557	13.8048	2.2434	13.8048
45	10.9038	2.0204	10.9038	19.4194	2.4106	19.4194	13.5806	2.2183	13.5806
46	10.6137	1.9841	10.6137	19.1115	2.5722	19.1115	14.2010	2.2572	14.2010
47	10.6369	1.9804	10.6369	16.7205	2.4999	16.7205	13.4759	2.2267	13.4759
48	10.8000	1.9976	10.8000	15.1287	2.2931	15.1287	13.4280	2.2234	13.4280
49	10.7514	2.0153	10.7514	16.4214	2.3862	16.4214	13.8199	2.2409	13.8199
50	10.8481	2.0172	10.8481	23.4587	2.6284	23.4587	14.0933	2.2488	14.0933
51	10.6134	2.0030	10.6134	15.7697	2.2761	15.7697	13.3007	2.2062	13.3007
52	10.4721	1.9751	10.4721	16.2537	2.2951	16.2537	13.5413	2.2153	13.5413
53	10.4862	1.9784	10.4862	18.6664	2.4225	18.6664	14.0538	2.2365	14.0538
54	10.5718	1.9872	10.5718	19.2385	2.4453	19.2385	14.3103	2.2580	14.3103
55	10.4253	1.9729	10.4253	16.6018	2.3605	16.6018	13.5813	2.2206	13.5813
56	10.4860	1.9797	10.4860	18.1550	2.3071	18.1550	13.8941	2.2283	13.8941
57	10.7665	2.0065	10.7665	17.4130	2.3076	17.4130	13.2797	2.2063	13.2797
58	10.5236	1.9794	10.5236	17.3186	2.3166	17.3186	13.5419	2.2061	13.5419
59	10.4330	1.9662	10.4330	18.6412	2.3399	18.6412	13.6153	2.2176	13.6153
60	10.4291	1.9757	10.4291	22.5000	2.5881	22.5000	14.4647	2.2526	14.4647
61	10.3870	1.9695	10.3870	18.0923	2.3469	18.0923	13.4511	2.2152	13.4511
62	10.3491	1.9683	10.3491	16.2177	2.3268	16.2177	13.7307	2.2235	13.7307
63	10.4369	1.9803	10.4369	16.2291	2.3359	16.2291	13.6104	2.2224	13.6104
64	10.3471	1.9767	10.3471	15.1660	2.2876	15.1660	13.0905	2.1964	13.0905
65	10.6309	1.9981	10.6309	16.8972	2.3758	16.8972	13.5815	2.2208	13.5815
66	10.4981	1.9752	10.4981	22.7007	2.5107	22.7007	14.0786	2.2267	14.0786
67	10.5038	1.9729	10.5038	26.6335	2.7222	26.6335	14.2537	2.2394	14.2537
68	10.4253	1.9710	10.4253	17.5992	2.3097	17.5992	13.4516	2.1964	13.4516
69	10.3507	1.9665	10.3507	16.4836	2.2630	16.4836	13.5034	2.1986	13.5034
70	10.6152	1.9893	10.6152	17.7225	2.3788	17.7225	13.9679	2.2204	13.9679
71	10.4720	1.9804	10.4720	17.6463	2.3074	17.6463	13.8883	2.2323	13.8883
72	10.3290	1.9644	10.3290	20.1613	2.3732	20.1613	13.8332	2.2104	13.8332
73	10.4001	1.9721	10.4001	18.8152	2.4258	18.8152	14.0544	2.2264	14.0544
74	10.5772	1.9883	10.5772	20.1781	2.4199	20.1781	14.0994	2.2284	14.0994
75	10.4905	1.9743	10.4905	19.5759	2.3753	19.5759	14.1500	2.2097	14.1500
76	10.5360	1.9863	10.5360	18.9419	2.3176	18.9419	13.7133	2.2029	13.7133
77	10.5697	1.9822	10.5697	15.3425	2.2636	15.3425	13.2369	2.1792	13.2369
78	10.6287	1.9933	10.6287	19.8742	2.4939	19.8742	14.6931	2.2534	14.6931
79	10.7153	2.0010	10.7153	18.2582	2.3388	18.2582	14.2399	2.2227	14.2399
80	10.7843	2.0102	10.7843	22.8449	2.5388	22.8449	15.3029	2.2828	15.3029
81	11.0568	2.0245	11.0568	21.1747	2.4667	21.1747	14.5187	2.2400	14.5187
82	10.8399	1.9972	10.8399	19.0923	2.3555	19.0923	14.5146	2.2360	14.5146
83	11.0858	2.0074	11.0858	21.8048	2.4552	21.8048	14.8955	2.2596	14.8955
84	10.8875	2.0044	10.8875	16.0348	2.3530	16.0348	13.8009	2.2107	13.8009
85	10.8815	2.0050	10.8815	22.6864	2.5215	22.6864	14.6484	2.2627	14.6484
86	10.8857	2.0070	10.8857	23.2392	2.4373	23.2392	14.3209	2.2251	14.3209
87	11.1100	2.0254	11.1100	20.1997	2.3709	20.1997	15.0951	2.2681	15.0951
88	11.5580	2.0521	11.5580	33.5907	2.9627	33.5907	16.4310	2.3254	16.4310
89	10.9138	2.0078	10.9138	19.0573	2.3787	19.0573	14.5407	2.2255	14.5407
90	10.7702	1.9934	10.7702	18.0068	2.3065	18.0068	13.9976	2.2231	13.9976
91	11.0717	2.0091	11.0717	23.3255	2.5251	23.3255	15.2071	2.2541	15.2071
92	11.0258	2.0044	11.0258	19.1749	2.3438	19.1749	14.6781	2.2414	14.6781
93	11.1181	2.0173	11.1181	20.1121	2.4152	20.1121	14.6545	2.2552	14.6545
94	11.1162	2.0200	11.1162	17.5959	2.3609	17.5959	14.0368	2.2326	14.0368
95	11.3804	2.0319	11.3804	18.0612	2.3246	18.0612	14.2061	2.2332	14.2061
96	11.3882	2.0297	11.3882	19.1970	2.3074	19.1970	14.7640	2.2406	14.7640
97	11.1492	2.0129	11.1492	19.3479	2.3876	19.3479	14.4327	2.2360	14.4327
98	11.1477	2.0102	11.1477	19.3528	2.3309	19.3528	14.3620	2.2247	14.3620
99	11.0783	2.0183	11.0783	18.4566	2.3884	18.4566	14.3047	2.2301	14.3047
100	11.5718	2.0436	11.5718	18.9827	2.3335	18.9827	14.5065	2.2417	14.5065
