round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
31	26.8628	3.5805	26.8628	37.4636	4.0676	37.4636	30.2774	3.7747	30.2774
32	27.0247	3.5681	27.0247	39.5290	4.2333	39.5290	31.2570	3.7989	31.2570
33	26.8047	3.5892	26.8047	37.2991	3.9727	37.2991	30.8624	3.7965	30.8624
34	26.5054	3.5366	26.5054	46.9638	4.4814	46.9638	32.1901	3.8332	32.1901
35	25.6767	3.5294	25.6767	36.5377	4.0547	36.5377	30.1853	3.7561	30.1853
36	25.9687	3.5540	25.9687	35.3841	3.9950	35.3841	29.9564	3.7537	29.9564
37	26.4951	3.5007	26.4951	38.5490	4.0812	38.5490	32.1618	3.8616	32.1618
38	26.4566	3.5093	26.4566	37.4753	4.0265	37.4753	30.0966	3.7221	30.0966
39	26.9071	3.4926	26.9071	38.5016	4.1288	38.5016	31.4446	3.7818	31.4446
40	25.8717	3.5143	25.8717	35.5636	3.9783	35.5636	29.4754	3.7108	29.4754
41	26.3552	3.4947	26.3552	39.4805	4.0917	39.4805	29.8835	3.7099	29.8835
42	25.9936	3.4958	25.9936	34.7419	3.9132	34.7419	29.7277	3.7122	29.7277
43	26.1508	3.4745	26.1508	37.2784	4.0553	37.2784	30.2906	3.7294	30.2906
44	25.7492	3.5278	25.7492	33.2203	3.9227	33.2203	29.5326	3.7390	29.5326
45	26.2483	3.4946	26.2483	34.7654	3.9845	34.7654	29.5614	3.7270	29.5614
46	26.5660	3.5019	26.5660	39.1603	4.0422	39.1603	31.3604	3.7739	31.3604
47	26.9730	3.4813	26.9730	37.7420	4.0590	37.7420	30.7289	3.7490	30.7289
48	25.7051	3.4587	25.7051	41.6224	4.2608	41.6224	30.8367	3.7964	30.8367
49	26.3257	3.5181	26.3257	33.5639	3.9289	33.5639	29.6459	3.7115	29.6459
50	26.8050	3.4901	26.8050	39.0442	4.0899	39.0442	30.8636	3.7499	30.8636
51	26.3846	3.4775	26.3846	34.1469	3.9562	34.1469	30.1098	3.7237	30.1098
52	26.2766	3.4917	26.2766	35.0425	4.0228	35.0425	30.8739	3.8120	30.8739
53	26.9540	3.5435	26.9540	34.6128	3.9327	34.6128	31.1373	3.7929	31.1373
54	27.1174	3.5056	27.1174	36.8510	4.0613	36.8510	31.1482	3.7736	31.1482
55	26.4206	3.5216	26.4206	41.8462	4.1387	41.8462	31.0780	3.7752	31.0780
56	27.2070	3.5899	27.2070	32.8039	4.0000	32.8039	30.7331	3.7925	30.7331
57	26.9622	3.5427	26.9622	44.1136	4.2599	44.1136	30.5645	3.7488	30.5645
58	26.5747	3.5223	26.5747	38.0745	4.0744	38.0745	30.8269	3.7821	30.8269
59	26.8486	3.5361	26.8486	41.7962	4.1802	41.7962	31.3990	3.8000	31.3990
60	26.4124	3.5154	26.4124	33.4980	3.9330	33.4980	30.3468	3.7704	30.3468
61	27.5068	3.5307	27.5068	38.4822	4.1172	38.4822	31.2545	3.7728	31.2545
62	27.5726	3.5383	27.5726	36.0654	3.9389	36.0654	32.5572	3.8482	32.5572
63	26.2486	3.5418	26.2486	34.7339	4.0183	34.7339	30.9260	3.8100	30.9260
64	27.0764	3.5565	27.0764	35.4157	4.0644	35.4157	30.9461	3.7805	30.9461
65	27.9854	3.5791	27.9854	35.7865	4.0552	35.7865	32.3474	3.8259	32.3474
66	26.2103	3.5707	26.2103	35.5638	3.9795	35.5638	30.0112	3.7722	30.0112
67	26.7255	3.5276	26.7255	33.2889	3.9367	33.2889	30.1224	3.7282	30.1224
68	25.7711	3.5166	25.7711	37.0345	4.0884	37.0345	30.8726	3.8168	30.8726
69	26.4299	3.5444	26.4299	31.5082	3.8776	31.5082	29.7479	3.7415	29.7479
70	26.5726	3.5689	26.5726	39.6254	4.2173	39.6254	31.7798	3.8458	31.7798
71	26.1174	3.5267	26.1174	34.2463	3.8860	34.2463	30.1063	3.7270	30.1063
72	26.3834	3.5095	26.3834	32.6347	3.9299	32.6347	30.3782	3.7562	30.3782
73	26.7951	3.6057	26.7951	36.7419	4.0843	36.7419	31.3476	3.8318	31.3476
74	26.5194	3.5564	26.5194	33.0236	3.9781	33.0236	30.2208	3.7917	30.2208
75	26.7776	3.5950	26.7776	33.6721	3.9240	33.6721	29.9597	3.7715	29.9597
76	26.2252	3.5329	26.2252	35.7440	3.9583	35.7440	30.3590	3.7958	30.3590
77	27.2893	3.6180	27.2893	39.4338	4.1367	39.4338	31.9526	3.8464	31.9526
78	26.8777	3.5756	26.8777	37.2686	4.0610	37.2686	31.5938	3.8289	31.5938
79	27.3674	3.6027	27.3674	35.7234	4.0626	35.7234	31.8202	3.8405	31.8202
80	27.9821	3.6154	27.9821	36.2860	4.0356	36.2860	31.6523	3.8411	31.6523
81	28.0896	3.6142	28.0896	40.2015	4.1905	40.2015	32.6598	3.8724	32.6598
82	26.9478	3.5775	26.9478	34.5499	3.9461	34.5499	31.0436	3.8038	31.0436
83	27.0014	3.5820	27.0014	34.3249	4.0661	34.3249	30.7404	3.7893	30.7404
84	27.0119	3.5901	27.0119	34.6671	4.0406	34.6671	30.5695	3.7873	30.5695
85	26.9218	3.5188	26.9218	34.9192	4.0000	34.9192	30.7323	3.7612	30.7323
86	26.9875	3.5634	26.9875	34.5612	4.0354	34.5612	31.6291	3.8313	31.6291
87	28.2332	3.5843	28.2332	35.8722	4.1297	35.8722	32.6810	3.8576	32.6810
88	26.9083	3.5649	26.9083	34.5158	4.0083	34.5158	32.1558	3.8533	32.1558
89	27.0953	3.5431	27.0953	33.2528	3.9414	33.2528	30.6674	3.7862	30.6674
90	27.7725	3.5929	27.7725	34.8714	4.0067	34.8714	31.2339	3.8053	31.2339
91	26.8530	3.5422	26.8530	34.1238	3.9423	34.1238	31.0784	3.7907	31.0784
92	26.6502	3.5484	26.6502	34.9816	3.9366	34.9816	31.0312	3.8035	31.0312
93	28.3681	3.5877	28.3681	38.8956	4.0579	38.8956	32.0746	3.8328	32.0746
94	27.2788	3.5844	27.2788	35.3692	4.0111	35.3692	30.8127	3.7943	30.8127
95	26.4342	3.5057	26.4342	32.9012	3.9204	32.9012	30.6029	3.7854	30.6029
96	27.0020	3.5173	27.0020	34.4577	3.9645	34.4577	31.1602	3.7993	31.1602
97	26.3296	3.5633	26.3296	32.9346	3.9461	32.9346	30.3251	3.8210	30.3251
98	26.0396	3.4867	26.0396	34.3605	3.9764	34.3605	30.5034	3.7682	30.5034
99	27.0080	3.5394	27.0080	35.0577	4.1144	35.0577	31.3491	3.8238	31.3491
100	25.6024	3.4927	25.6024	34.2653	3.9693	34.2653	30.1069	3.7812	30.1069
