round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
29	5.0673	1.6994	5.0673	7.4432	1.9881	7.4432	6.1160	1.8372	6.1160
30	5.1813	1.7129	5.1813	7.5832	1.9984	7.5832	6.0801	1.8367	6.0801
31	4.9258	1.6761	4.9258	7.1900	1.9560	7.1900	5.9205	1.8141	5.9205
32	4.9365	1.6820	4.9365	6.9443	1.8969	6.9443	5.7921	1.7960	5.7921
33	4.8224	1.6649	4.8224	6.8167	1.9406	6.8167	5.8468	1.8048	5.8468
34	4.7719	1.6566	4.7719	6.8932	1.9145	6.8932	5.7788	1.7930	5.7788
35	4.6315	1.6401	4.6315	6.9755	1.9585	6.9755	5.5925	1.7667	5.5925
36	4.6017	1.6359	4.6017	6.3591	1.8263	6.3591	5.4590	1.7544	5.4590
37	4.8174	1.6567	4.8174	6.7007	1.8896	6.7007	5.7016	1.7795	5.7016
38	4.5233	1.6194	4.5233	6.0128	1.7971	6.0128	5.3409	1.7367	5.3409
39	4.5343	1.6099	4.5343	6.8584	1.9159	6.8584	5.4959	1.7487	5.4959
40	4.3672	1.5953	4.3672	6.1565	1.7744	6.1565	5.1725	1.7079	5.1725
41	4.3299	1.5886	4.3299	6.3570	1.8842	6.3570	5.4165	1.7385	5.4165
42	4.3249	1.5891	4.3249	6.6575	1.9273	6.6575	5.6085	1.7633	5.6085
43	4.1429	1.5558	4.1429	5.7025	1.7842	5.7025	5.1192	1.6937	5.1192
44	4.1643	1.5641	4.1643	6.4743	1.9022	6.4743	5.3230	1.7332	5.3230
45	4.2719	1.5711	4.2719	6.7000	1.9277	6.7000	5.4539	1.7413	5.4539
46	4.1141	1.5509	4.1141	5.3593	1.7269	5.3593	4.9281	1.6722	4.9281
47	3.9823	1.5298	3.9823	5.9733	1.7768	5.9733	5.0228	1.6812	5.0228
48	4.0064	1.5289	4.0064	5.5387	1.7482	5.5387	5.0506	1.6894	5.0506
49	4.0210	1.5290	4.0210	6.1463	1.8394	6.1463	5.0492	1.6830	5.0492
50	4.0640	1.5274	4.0640	5.2940	1.7304	5.2940	4.8149	1.6473	4.8149
51	3.9310	1.5184	3.9310	6.0816	1.8087	6.0816	4.8725	1.6562	4.8725
52	3.9926	1.5145	3.9926	6.1285	1.7732	6.1285	4.8792	1.6539	4.8792
53	3.9065	1.5012	3.9065	7.1581	1.9557	7.1581	5.1372	1.6887	5.1372
54	3.9454	1.5115	3.9454	5.5092	1.7079	5.5092	4.8573	1.6478	4.8573
55	4.0714	1.5324	4.0714	6.3070	1.8296	6.3070	5.0603	1.6843	5.0603
56	3.9034	1.4971	3.9034	5.2839	1.6988	5.2839	4.6803	1.6177	4.6803
57	3.9131	1.4979	3.9131	5.3891	1.7080	5.3891	4.6469	1.6094	4.6469
58	4.0615	1.5147	4.0615	5.9860	1.8340	5.9860	4.9168	1.6462	4.9168
59	3.8984	1.4888	3.8984	5.8258	1.7686	5.8258	4.9848	1.6559	4.9848
60	3.8726	1.4833	3.8726	5.2358	1.7320	5.2358	4.7180	1.6124	4.7180
61	3.8903	1.4793	3.8903	5.3911	1.7106	5.3911	4.7297	1.6068	4.7297
62	4.1045	1.5051	4.1045	8.6319	2.1715	8.6319	5.3036	1.6912	5.3036
63	3.8750	1.4554	3.8750	5.6723	1.6514	5.6723	4.5942	1.5635	4.5942
64	3.8511	1.4384	3.8511	5.5447	1.7305	5.5447	4.7332	1.5883	4.7332
65	3.8738	1.4414	3.8738	5.7960	1.6811	5.7960	4.5106	1.5486	4.5106
66	3.7154	1.4118	3.7154	4.7736	1.5865	4.7736	4.3575	1.5237	4.3575
67	3.7487	1.4035	3.7487	5.3875	1.6231	5.3875	4.5436	1.5371	4.5436
68	3.8619	1.4260	3.8619	5.0182	1.7031	5.0182	4.5513	1.5488	4.5513
69	3.6663	1.3844	3.6663	5.3248	1.6795	5.3248	4.3592	1.5034	4.3592
70	3.7031	1.3778	3.7031	6.9223	1.8707	6.9223	4.5635	1.5291	4.5635
71	3.5224	1.3487	3.5224	5.0650	1.5541	5.0650	4.3496	1.4817	4.3496
72	3.5561	1.3524	3.5561	5.6111	1.6963	5.6111	4.4676	1.5087	4.4676
73	3.7456	1.3695	3.7456	5.4620	1.6464	5.4620	4.5480	1.5086	4.5480
74	3.5606	1.3512	3.5606	4.4939	1.5148	4.4939	4.2449	1.4597	4.2449
75	3.4646	1.3274	3.4646	5.1320	1.6018	5.1320	4.4801	1.4970	4.4801
76	3.4175	1.3074	3.4175	4.8557	1.5779	4.8557	4.2822	1.4697	4.2822
77	3.3544	1.3082	3.3544	5.0810	1.5831	5.0810	4.4345	1.4840	4.4345
78	3.4365	1.3158	3.4365	4.7461	1.5420	4.7461	4.2410	1.4521	4.2410
79	3.7170	1.3506	3.7170	6.6804	1.7660	6.6804	4.7254	1.5141	4.7254
80	3.4115	1.3055	3.4115	4.3776	1.4691	4.3776	4.0411	1.4129	4.0411
81	3.4066	1.3074	3.4066	5.9305	1.7104	5.9305	4.4231	1.4727	4.4231
82	3.3987	1.2990	3.3987	5.2320	1.5937	5.2320	4.2371	1.4417	4.2371
83	3.4356	1.3036	3.4356	4.6892	1.5086	4.6892	4.1142	1.4226	4.1142
84	3.3696	1.2877	3.3696	4.4110	1.4833	4.4110	4.0844	1.4080	4.0844
85	3.5920	1.3202	3.5920	5.9421	1.6706	5.9421	4.4437	1.4631	4.4437
86	3.3807	1.2748	3.3807	4.5070	1.5024	4.5070	4.0691	1.4039	4.0691
87	3.3843	1.2753	3.3843	4.6131	1.4677	4.6131	4.1212	1.4112	4.1212
88	3.2737	1.2510	3.2737	4.3230	1.4415	4.3230	4.0025	1.3904	4.0025
89	3.2750	1.2627	3.2750	4.4687	1.4723	4.4687	3.9959	1.3898	3.9959
90	3.4007	1.2797	3.4007	5.1089	1.5453	5.1089	4.1741	1.4066	4.1741
91	3.3791	1.2702	3.3791	5.2262	1.5482	5.2262	4.1835	1.4063	4.1835
92	3.2724	1.2398	3.2724	4.5261	1.4721	4.5261	4.0167	1.3774	4.0167
93	3.6227	1.3000	3.6227	5.3093	1.5782	5.3093	4.2895	1.4250	4.2895
94	3.3308	1.2483	3.3308	4.4383	1.4426	4.4383	3.9435	1.3662	3.9435
95	3.3342	1.2510	3.3342	4.7708	1.5005	4.7708	4.2071	1.4070	4.2071
96	3.3335	1.2430	3.3335	4.6747	1.4545	4.6747	4.0530	1.3830	4.0530
97	3.2926	1.2447	3.2926	4.6605	1.5020	4.6605	4.0106	1.3765	4.0106
98	3.3495	1.2452	3.3495	4.9125	1.5330	4.9125	4.1261	1.3958	4.1261
99	3.3414	1.2457	3.3414	4.6842	1.4658	4.6842	4.1418	1.3939	4.1418
100	3.3240	1.2470	3.3240	4.8925	1.5233	4.8925	4.1028	1.3809	4.1028
