round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
20	12.2896	2.3531	12.2896	16.6686	2.7684	16.6686	13.5846	2.4659	13.5846
21	11.9569	2.3142	11.9569	19.0439	2.9884	19.0439	14.7619	2.5649	14.7619
22	11.5223	2.2678	11.5223	14.3364	2.5145	14.3364	13.2417	2.4268	13.2417
23	11.2706	2.2538	11.2706	17.8124	2.8500	17.8124	13.4469	2.4525	13.4469
24	11.2035	2.2316	11.2035	24.8592	3.3940	24.8592	15.1940	2.5959	15.1940
25	10.7376	2.2037	10.7376	14.7946	2.5276	14.7946	11.9641	2.3129	11.9641
26	10.5255	2.1872	10.5255	18.0871	2.7368	18.0871	12.2789	2.3450	12.2789
27	10.4382	2.1768	10.4382	16.1529	2.6708	16.1529	12.5763	2.3830	12.5763
28	10.2630	2.1657	10.2630	19.0826	2.9173	19.0826	12.7211	2.3872	12.7211
29	10.1869	2.1390	10.1869	24.0388	3.3360	24.0388	15.0837	2.5867	15.0837
30	10.3126	2.1578	10.3126	15.5745	2.6274	15.5745	12.3568	2.3454	12.3568
31	9.8439	2.1057	9.8439	18.1229	2.8081	18.1229	12.8503	2.3924	12.8503
32	9.6748	2.1041	9.6748	13.4172	2.4582	13.4172	11.4727	2.2656	11.4727
33	9.8250	2.1088	9.8250	13.5839	2.4628	13.5839	11.9070	2.3033	11.9070
34	9.7895	2.1091	9.7895	18.5467	2.9461	18.5467	12.0876	2.3209	12.0876
35	9.6567	2.0863	9.6567	16.6101	2.6717	16.6101	11.2948	2.2483	11.2948
36	9.4271	2.0791	9.4271	16.0806	2.7386	16.0806	12.4743	2.3615	12.4743
37	9.4976	2.0890	9.4976	11.9832	2.3089	11.9832	10.7474	2.2076	10.7474
38	9.1847	2.0526	9.1847	12.5736	2.3616	12.5736	10.4891	2.1764	10.4891
39	9.1083	2.0488	9.1083	20.8345	3.0743	20.8345	11.7694	2.2946	11.7694
40	9.2895	2.0545	9.2895	18.7897	2.9049	18.7897	11.3992	2.2651	11.3992
41	9.1642	2.0369	9.1642	17.6673	2.8489	17.6673	12.0693	2.3314	12.0693
42	8.8610	2.0183	8.8610	12.2979	2.3598	12.2979	10.8201	2.2110	10.8201
43	8.6594	1.9971	8.6594	12.3790	2.4012	12.3790	10.7602	2.2034	10.7602
44	8.5797	1.9953	8.5797	12.1839	2.3645	12.1839	10.5626	2.1996	10.5626
45	8.3071	1.9592	8.3071	13.2379	2.4208	13.2379	10.6545	2.2037	10.6545
46	8.2740	1.9605	8.2740	11.6271	2.2992	11.6271	10.0659	2.1360	10.0659
47	8.0631	1.9335	8.0631	12.6343	2.3927	12.6343	10.0714	2.1318	10.0714
48	8.3970	1.9506	8.3970	31.8453	4.0909	31.8453	13.0159	2.3830	13.0159
49	8.2553	1.9413	8.2553	12.0444	2.3299	12.0444	9.6894	2.0883	9.6894
50	8.1461	1.9334	8.1461	13.7420	2.5268	13.7420	9.9165	2.1172	9.9165
51	7.9762	1.8959	7.9762	10.0760	2.1120	10.0760	9.0109	2.0110	9.0109
52	7.9688	1.8921	7.9688	14.2641	2.4958	14.2641	10.2512	2.1254	10.2512
53	8.0360	1.8878	8.0360	10.4526	2.1266	10.4526	9.1992	2.0157	9.1992
54	7.9013	1.8684	7.9013	11.8045	2.3260	11.8045	9.5476	2.0512	9.5476
55	7.9633	1.8792	7.9633	11.2018	2.1660	11.2018	9.6166	2.0462	9.6166
56	7.7513	1.8453	7.7513	10.3673	2.1334	10.3673	9.1102	1.9841	9.1102
57	7.6648	1.8187	7.6648	10.6176	2.1774	10.6176	9.1464	1.9992	9.1464
58	7.4497	1.7938	7.4497	12.9805	2.3719	12.9805	9.5735	2.0211	9.5735
59	7.3671	1.7775	7.3671	11.0976	2.2334	11.0976	9.2619	2.0042	9.2619
60	7.2785	1.7545	7.2785	8.9754	1.9441	8.9754	8.3564	1.8843	8.3564
61	7.0560	1.7274	7.0560	10.2855	2.1728	10.2855	8.5301	1.9185	8.5301
62	7.2215	1.7289	7.2215	9.6340	1.9961	9.6340	8.5676	1.8930	8.5676
63	7.0710	1.7105	7.0710	10.0597	2.0711	10.0597	8.7540	1.9171	8.7540
64	7.3786	1.7375	7.3786	14.4734	2.4444	14.4734	9.6219	1.9983	9.6219
65	7.1266	1.7047	7.1266	10.3263	2.0674	10.3263	8.8229	1.9073	8.8229
66	7.1545	1.7097	7.1545	13.6344	2.5084	13.6344	10.1878	2.0647	10.1878
67	6.9200	1.6880	6.9200	12.6768	2.2733	12.6768	9.2292	1.9532	9.2292
68	7.0940	1.6765	7.0940	13.9129	2.3763	13.9129	9.3214	1.9340	9.3214
69	6.8303	1.6446	6.8303	9.5597	1.9190	9.5597	8.1297	1.8077	8.1297
70	6.7268	1.6229	6.7268	9.9819	2.0075	9.9819	8.6257	1.8596	8.6257
71	6.7349	1.6240	6.7349	11.6948	2.1849	11.6948	8.7834	1.8877	8.7834
72	6.6362	1.6110	6.6362	9.7131	1.9486	9.7131	8.0844	1.7909	8.0844
73	6.7271	1.6147	6.7271	10.5198	2.0195	10.5198	8.6273	1.8546	8.6273
74	6.5754	1.5995	6.5754	9.5099	1.9745	9.5099	8.3072	1.8179	8.3072
75	6.6615	1.6076	6.6615	11.8576	2.2293	11.8576	8.7477	1.8736	8.7477
76	6.4620	1.5839	6.4620	8.9181	1.8907	8.9181	7.7804	1.7645	7.7804
77	6.4514	1.5824	6.4514	11.7852	2.2174	11.7852	8.3895	1.8257	8.3895
78	6.4051	1.5796	6.4051	10.4677	2.0716	10.4677	8.3428	1.8245	8.3428
79	6.3772	1.5916	6.3772	9.2610	1.9258	9.2610	7.6849	1.7512	7.6849
80	6.2491	1.5791	6.2491	10.2825	2.0723	10.2825	8.1520	1.8049	8.1520
81	6.3387	1.5785	6.3387	11.2149	2.2751	11.2149	8.6796	1.8754	8.6796
82	6.3140	1.5735	6.3140	9.6316	2.0052	9.6316	7.9854	1.7870	7.9854
83	6.7867	1.6258	6.7867	10.0096	2.0041	10.0096	8.1838	1.8025	8.1838
84	6.2507	1.5701	6.2507	9.5891	1.9361	9.5891	8.0503	1.7958	8.0503
85	6.1985	1.5562	6.1985	10.3833	2.0441	10.3833	8.2811	1.8135	8.2811
86	6.3698	1.5699	6.3698	12.9905	2.2732	12.9905	8.8177	1.8560	8.8177
87	6.2599	1.5593	6.2599	10.2874	2.0564	10.2874	7.9900	1.7748	7.9900
88	6.1952	1.5416	6.1952	8.3208	1.8361	8.3208	7.6426	1.7458	7.6426
89	6.2421	1.5519	6.2421	9.2789	1.9121	9.2789	7.6769	1.7488	7.6769
90	6.1987	1.5419	6.1987	12.5385	2.2673	12.5385	8.5637	1.8443	8.5637
91	6.1419	1.5323	6.1419	10.1058	2.0651	10.1058	7.9586	1.7805	7.9586
92	6.1341	1.5352	6.1341	8.4781	1.9006	8.4781	7.8424	1.7761	7.8424
93	6.3284	1.5552	6.3284	9.6877	1.9773	9.6877	8.1847	1.8023	8.1847
94	6.3104	1.5530	6.3104	9.1282	1.9352	9.1282	7.7022	1.7435	7.7022
95	6.0363	1.5198	6.0363	9.0180	1.9275	9.0180	7.4825	1.7250	7.4825
96	6.2222	1.5525	6.2222	10.2036	2.0171	10.2036	7.9252	1.7674	7.9252
97	6.2578	1.5402	6.2578	9.1299	1.8681	9.1299	7.6001	1.7254	7.6001
98	5.9784	1.5102	5.9784	9.5182	1.9189	9.5182	7.7475	1.7558	7.7475
99	6.2225	1.5422	6.2225	10.7759	2.1757	10.7759	8.1464	1.8078	8.1464
100	6.0876	1.5414	6.0876	13.4925	2.3168	13.4925	8.2679	1.8018	8.2679
