round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
77	43.7608	4.2859	43.7608	60.7473	5.0275	60.7473	55.2566	4.8058	55.2566
78	43.1345	4.2905	43.1345	82.5356	5.8399	82.5356	58.6866	4.9591	58.6866
79	43.3612	4.2659	43.3612	70.1253	5.4278	70.1253	57.2901	4.8661	57.2901
80	45.6860	4.3430	45.6860	80.5464	5.6982	80.5464	58.5187	4.9132	58.5187
81	43.1903	4.2513	43.1903	57.6563	4.9646	57.6563	53.8285	4.7461	53.8285
82	43.0330	4.2889	43.0330	63.7513	5.2192	63.7513	57.8272	4.8982	57.8272
83	43.6468	4.2648	43.6468	60.9013	4.9689	60.9013	54.9559	4.7621	54.9559
84	44.5308	4.3270	44.5308	75.2403	5.6096	75.2403	60.1049	4.9877	60.1049
85	44.2391	4.3505	44.2391	61.1386	5.0215	61.1386	53.9639	4.7407	53.9639
86	42.8857	4.2780	42.8857	66.8081	5.1670	66.8081	55.9154	4.8014	55.9154
87	44.8494	4.3816	44.8494	64.6132	5.2272	64.6132	56.1566	4.8399	56.1566
88	42.2540	4.2536	42.2540	55.2591	4.8272	55.2591	52.8340	4.6933	52.8340
89	45.0531	4.3682	45.0531	60.3057	4.8895	60.3057	55.2536	4.7715	55.2536
90	42.3230	4.2443	42.3230	59.2942	4.9788	59.2942	53.9490	4.7075	53.9490
91	43.3336	4.2923	43.3336	55.5380	4.7954	55.5380	52.4644	4.6753	52.4644
92	41.1062	4.1981	41.1062	55.6923	4.8756	55.6923	51.9248	4.6350	51.9248
93	43.1412	4.2762	43.1412	57.0486	4.8712	57.0486	53.7372	4.6924	53.7372
94	41.9949	4.2199	41.9949	64.4350	5.1179	64.4350	54.8689	4.7832	54.8689
95	43.8778	4.2512	43.8778	59.6253	4.9641	59.6253	55.4521	4.7765	55.4521
96	45.0711	4.3275	45.0711	69.3082	5.3544	69.3082	57.4528	4.8356	57.4528
97	44.6283	4.2862	44.6283	59.0715	4.8744	59.0715	54.4395	4.6989	54.4395
98	47.0664	4.3676	47.0664	73.7393	5.4343	73.7393	59.0176	4.9113	59.0176
99	43.0805	4.2315	43.0805	67.8120	5.2982	67.8120	56.3024	4.8290	56.3024
100	42.7393	4.2207	42.7393	69.4108	5.2607	69.4108	55.7543	4.7376	55.7543
