round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
85	0.0121	0.0853	0.0121	0.0268	0.1186	0.0268	0.0146	0.0902	0.0146
86	0.0122	0.0836	0.0122	0.0231	0.1165	0.0231	0.0143	0.0906	0.0143
87	0.0139	0.0932	0.0139	0.0216	0.1112	0.0216	0.0132	0.0882	0.0132
88	0.0118	0.0824	0.0118	0.0221	0.1127	0.0221	0.0146	0.0929	0.0146
89	0.0124	0.0860	0.0124	0.0352	0.1467	0.0352	0.0161	0.0958	0.0161
90	0.0115	0.0829	0.0115	0.0391	0.1456	0.0391	0.0152	0.0918	0.0152
91	0.0115	0.0814	0.0115	0.0291	0.1383	0.0291	0.0168	0.0978	0.0168
92	0.0125	0.0896	0.0125	0.0679	0.2103	0.0679	0.0188	0.1006	0.0188
93	0.0121	0.0824	0.0121	0.0235	0.1147	0.0235	0.0158	0.0963	0.0158
94	0.0119	0.0846	0.0119	0.0204	0.1033	0.0204	0.0135	0.0874	0.0135
95	0.0110	0.0811	0.0110	0.0196	0.1066	0.0196	0.0143	0.0925	0.0143
96	0.0110	0.0793	0.0110	0.0227	0.1096	0.0227	0.0141	0.0896	0.0141
97	0.0128	0.0895	0.0128	0.0260	0.1122	0.0260	0.0152	0.0935	0.0152
98	0.0118	0.0823	0.0118	0.0262	0.1166	0.0262	0.0144	0.0910	0.0144
99	0.0140	0.0937	0.0140	0.0571	0.1887	0.0571	0.0177	0.0985	0.0177
100	0.0117	0.0820	0.0117	0.0242	0.1186	0.0242	0.0156	0.0958	0.0156
